datetime,content,title
2018/10/17 13:02,【国防部：中外媒体将在军运会抢先体验5G通讯技术】第七届世界军人运动会专题新闻发布会今日召开。国防部新闻发言人任国强大校表示，武汉也是全国5G通信试点城市之一。我们将在军运会期间率先开展5G通信技术在主媒体中心的试用，重要的赛事电视功能信号也将采用4K超高清电视制作和播出技术，全面提升本届军运会在通信保障方面的智慧“颜值”。,
2018/10/17 12:52,【长城资产：拟举办特殊资产推介会 债权资产总额2188亿元】长城资产官方微信公众号17日称，公司将于10月26日在济南市山东大厦自主举办特殊资产推介会，拟推出2429项相关资产，15713户债务人，涉及全国共30个省（区/市），债权（资产）总额2188亿元（人民币等值），债权（资产）本金1615亿元（人民币等值），抵押土地合计面积7369万平方米，抵押建筑物合计面积2913万平方米，涉及采矿、房地产、制造业、商贸等多个行业。,
2018/10/17 12:45,【李迅雷：其他地方应考虑像深圳一样救助上市公司】中泰证券首席经济学家兼研究所所长李迅雷在“2018杭州湾论坛”表示，“春天不远了，但能不能熬过冬天是个问题”。他称，虽然目前我国某些经济指标看上去不错，但资本市场的估值水平已经出现大幅下降，“春天不远了”。他解释称，从市盈率的中位数来看，过去资本市场总体估值水平比较高，15年时市盈率中位数在70倍左右，而现在只有23倍。他还直言，其他地方政府应该考虑像深圳市政府一样，对上市公司进行救助。“未来的前景是好的，但熬过冬天才能享受春天”。,
2018/10/17 12:39,【第二十二届京港洽谈会举办在即 已促成千万美元以上港资注册大项目48个】从10月17日召开的“第二十二届北京•香港经济合作研讨洽谈会新闻发布会”上了解到，本届京港洽谈会将于2018年10月24日（星期三）至25日（星期四）在北京国际饭店举办。北京市人民政府副秘书长韩耕表示，目前，各项筹备组织工作正在紧张有序推进中。 项目促进方面，京港洽谈会筹备期间，市投资促进局促成千万美元以上港资注册大项目48个，合同外资34.7亿美元，并在京港两地先期发布双向投资项目206个。（千龙网）,
2018/10/17 12:36,【国家金融与发展实验室副主任：去杠杆仍会持续 政府杠杆率可适度提高】国家金融与发展实验室副主任张晓晶17日在标普“2018年中国信用观察年度研讨会”上表示，至少在政策层面，未来两三年还会强调去杠杆，如果去杠杆在三年之内有成效，后面可能就逐步建立起来了制度框架和政策框架。在结构性去杠杆的大背景下，指望继续推进企业部门去杠杆，就需要其他部门支撑。鉴于居民杠杆率攀升已到一个限度，靠居民部门已经“独木难支”，政府杠杆率的适度提高是有必要也是可行的。（中证网）,
2018/10/17 12:35,【长租公寓再爆雷，寓见公寓资金链断裂】10月16日，长租公寓寓见公寓上海地区的数位租户反映，在其租赁合同正常履约期间，房东突然上门赶人，理由是债务方寓见资管不再支付房租。据青客一位人士透露，寓见公寓实质上已经倒闭，该公司存在很多不良资产，波及多家银行。上海市住建委和建行等多方斡旋，希望青客能接收整合部分业务。而青客，只有在寓见公寓所有房东做完交接的情况下，才有可能去考率租客的安置问题。（经济观察报）,
2018/10/17 12:33,【17家券商参与CDR跨境转换测试  首批沪伦通做市商将从中产生 】近日，上交所联合中国结算进行了沪伦通全天候市场测试。业内人士透露，有17家券商参与CDR跨境转换测试，首批沪伦通做市商将从中产生。7家券商分别是申万宏源证券、东方证券、广发证券、华泰证券、国泰君安证券、招商证券、国信证券、中信证券、海通证券、北京高华证券、中金公司、光大证券、财达证券、银河证券、瑞银证券、中银国际证券及中信建投证券。（上证报）,
2018/10/17 12:28,【百度加入美国人工智能研究机构 成为Partnership on AI首位中国会员】根据Partnership on AI (PAI)公告，百度的AI（人工智能）负责人将加入当前的工作组，为各种政策制定、工具开发和原则确定的研究项目助力，促进人工智能的开发与发展。百度的加入代表了中国公司参与PAI的开始，PAI将继续在中国和世界各地吸纳新成员,
2018/10/17 12:14,"【上交所： 研究探索差异化、包容性的上市制度安排 】 上海证券交易所副总经理徐毅林在""21世纪国际财经峰会2018年会""上表示， 上交所正积极研究适应四新企业的监管服务措施，研究探索差异化、包容性的上市制度安排，适应新经济企业多样化融资需求。制定适合企业实际情况的信息披露监管政策和业务规则，鼓励支持这类企业通过资本市场不断成长。（上证报）",
2018/10/17 12:11,"  【上交所：正积极研究适应四新企业的监管服务措施】10月17日，上海证券交易所副总经理徐毅林在""21世纪国际财经峰会2018年会""上表示，上交所正积极研究适应四新企业的监管服务措施，大力实施“新蓝筹”行动，支持“四新经济”企业加快发展，从企业辅导培育、并购重组、IPO上市、公司信息披露、发行债券、国际化发展等多个方面为“新蓝筹”企业提供全方位服务。",
2018/10/17 12:00,【午间公告】山鼎设计与成都轨道地产集团确认合约总金额，约1.10亿元，占去年营收总额的73.36%。万里马与中国人民武装警察部队某局就物资采购签署了采购合同，金额为1681万元。易世达将控股子公司喀什易世达75%的股权以4165万元转让给喀什飞龙，预计形成投资收益约565万元。,
2018/10/17 11:59,兴源环境收到深交所关注函，要求说明拟受让公司股份的两家国资背景投资人基本情况、受让股份原因及资金来源。,
2018/10/17 11:50,  【午间公告】新华联：控股股东拟增持公司股份不低于人民币1亿元，价格区间为人民币3.74元/股-5.00元/股。,
2018/10/17 11:43,【委内瑞拉国内外汇交易将排除美元】委内瑞拉部长理事会经济事务副主席和生产部长艾萨米16日宣布，委国内所有外汇交易将排除美元，用欧元和中国人民币等货币进行交易和结算。艾萨米说，鉴于美国对委内瑞拉越来越严厉的经济和金融制裁，特别是阻碍委在国际交易中使用美元支付，委政府决定在今后的国内外汇交易市场和外汇拍卖系统中使用欧元、人民币等货币进行交易和结算。 （新华社）,
2018/10/17 11:39,【传免税牌照将放开 大牛股中国国旅跌停】今日中国国旅早盘开盘后迅速杀跌，股价触及跌停。消息面上，国务院10月16日要求“把海南打造成为我国面向太平洋和印度洋的重要对外开放门户。”分析认为，前期业内高度关注的“发放更多免税牌照”等议题很有可能在海南自贸区落地。如果分析属实，将对中国国旅构成利空。,
2018/10/17 11:37,【“搜狐视频网”擅自直播东方卫视节目 被判侵权赔偿159.5万元】因擅自直播两档电视节目，搜狐视频网被东方卫视诉至法院。北京海淀法院今日(17日)发布称，法院一审认定搜狐视频网运营方构成不正当竞争，判决其消除影响并赔偿东方卫视方面经济损失及合理费用共计159.5万元。（新京报）,
2018/10/17 11:33,【印媒：长城汽车计划进入印度市场】印度《经济时报》援引未具名人士报道称，长城汽车已经决定进入印度市场，这家中国最大的SUV制造商认为其在这个拥挤的乘用车市场中推出的产品将有助于其有效地竞争。长城汽车已经将印度作为电动汽车和人工智能编码软件的技术中心。该公司已开始为将于2021-2022左右推出的当地汽车业务进行招聘。,
2018/10/17 11:31,【午评：三大股指高开低走沪指涨0.1% 闪崩股频现】截止午间收盘，沪指报2548.88点，涨0.10%，深成指报7281.56点，跌0.24%；创指报1214.18点，跌0.21%。从盘面上看，海南、国产软件、区块链等板块涨幅居前，油服板块、白酒、自贸港等板块跌幅居前。http://t.cn/EzwT7z7,
2018/10/17 11:22,【中海油道达尔签液化天然气协议 年合同量增至150万吨】中海石油气电集团（下称气电集团）与道达尔气电公司（下称道达尔）16日签署了液化天然气（LNG）长期购销合同补充协议。此次双方签署补充协议，根据当前国际LNG市场趋势调整了合同价格，同时将年合同量由原有每年100万吨增加至每年150万吨，将合同期由原来的15年延长至20年。,
2018/10/17 11:21,快讯：两市高开低走，沪指由红翻绿，深成指、创业板指跌幅扩大。盘面上，燃气、食品等板块领跌。,
2018/10/17 11:20,A股三大股指高开低走，现全数翻绿，沪指跌0.02%，深成指跌0.5%，创业板指跌0.49%。,
2018/10/17 11:18,【中国煤炭工业协会第五次会员代表大会召开，下一步将深入研究控制总量和保障供应关系等问题】中国煤炭工业协会会长王显政作报告指出，今后一个时期，要深入研究控制总量和保障供应关系问题，提高全国煤炭供应质量和效率；深入研究煤炭行业应对新一轮技术革命带来的机遇和挑战问题，促进煤炭由传统能源向清洁能源战略转型；深入研究现代煤化工产业化发展问题，推动煤炭由燃料向原料与燃料并重转变，提高国家能源安全供应保障能力；深入研究推动煤炭转型升级发展的战略问题，推动煤炭产业转型升级；深入研究矿区生态文明建设问题，推动煤炭经济发展与生态环境保护协同共进，建设美丽矿山。,
2018/10/17 11:03,  【上交所副总经理徐毅林：致力研究适应四新企业的监管服务措施】10月17日，在深圳举行的“‘四新经济’的挑战与创新——21世纪国际财经峰会2018年会”上，上交所副总经理徐毅林在主题演讲中表示，“四新经济”对处于发展转型期的我国经济来说非常重要，上交所必须服从和服务于国家经济改革发展的大局，加大对实体经济特别是新经济的服务力度，继续践行国家创新驱动发展战略，积极拥抱“四新经济”，深化“新蓝筹”行动，集中力量推动制度建设、完善规则体系，为“四新经济”企业提供配套支持，寓监管于服务之中，努力建设多层次、包容性的新蓝筹市场。（21）,
2018/10/17 11:03,【央行连13日停做逆回购 称流动性总量处于较高水平 Shibor涨跌互现】隔夜Shibor报2.3530%，下跌2.0个基点。7天Shibor报2.6040%，上涨0.1个基点。3个月Shibor报2.8180%，上涨1.8个基点。,
2018/10/17 11:01,【报告显示全球多数经济体创新能力不足】世界经济论坛17日发布的最新一期《全球竞争力报告》指出，数字科技加速发展，但多数经济体在创新能力方面准备并不充分，创新能力成为拖累多数经济体整体竞争力表现的主要原因。在世界贸易紧张局势加剧之际，报告还强调了开放的重要性。数据表明，继续深化开放有利于全球经济健康发展。（新华社）,
2018/10/17 10:58,九芝堂闪崩跌停。,
2018/10/17 10:55,【陕西省全面实行增减挂钩“先垦后用” 其收益优先保障农业农村发展等】为了进一步用好用活省域内城乡建设用地增减挂钩政策，陕西省国土资源厅日前下发通知，今后陕西省将全面实行增减挂钩“先垦后用”，即“先拆旧复垦，后建新流转”，切实解决拆旧复垦难等突出问题，并将增减挂钩节余指标调剂收益全部用于巩固脱贫攻坚成果和支持实施乡村振兴战略。同步开展的省域内、跨省增减挂钩项目区，应当首先兼顾已到期增减挂钩指标归还，优先将节余指标调剂收益用于增减挂钩拆旧复垦。（陕西日报）,
2018/10/17 10:54,【住建部专家：中国人均住宅1.1套 住房市场还有很大空间】近日，住建部住房政策专家委员会副主任、全国房地产商会联盟主席顾云昌在博智宏观论坛第三十二次月度例会上表示，现在中国住宅人均1.1套，人均建筑面积大概在35平米-40平米之间。与一些西方发达国家差不多，但发达国家的面积是使用面积或者室内面积，比中国的建筑面积大25%到30%，所以人均面积并没有到位。他认为，中国住房市场还有很大发展空间。（经济日报）,
2018/10/17 10:53,【天津市与四家中央电信企业签署战略合作协议】 16日晚，天津市与中国电信、中国移动、中国联通、中国铁塔四家中央电信企业签署战略合作协议。四家央企“电信巨头”将进一步加大投资力度，预计“十三五”期间在津总投入超810亿元，其中通信基础设施建设投资超330亿元。（天津日报）,
2018/10/17 10:52,【美海军拟在台湾海峡派军舰“展示武力”?中方回应】有媒体报道称，美国海军计划于11月在中国南海以及台湾海峡派遣军舰进行所谓“展示武力的军事行动”。国台办发言人马晓光表示，关于南海相关问题，外交部、国防部已经多次表明了严正立场。台湾问题事关中国主权和领土完整，涉及中国核心利益，我们维护国家主权领土完整的决心和意志坚定不移。我们奉劝有关方面谨慎行事，以免对台海和平稳定造成损害。（环球网）,
2018/10/17 10:46,  【比亚迪：青海三原电池扩产项目预计明年底可以全部达产】比亚迪(002594)近日在接收机构调研时表示，截止2017年底，比亚迪动力电池总产能为16Gwh，其中10Gwh是磷酸铁锂电池，6Gwh是三元电池。今年在青海还会扩产24Gwh三元电池的产能，分两期完成，今年6月已经开始投产，预计明年底可以全部达产。,
2018/10/17 10:45,【中国石油集团召开资本运营工作会议】10月15日至16日，中国石油集团公司资本运营工作会议在京召开。集团公司党组成员、总会计师刘跃珍出席会议并讲话，强调坚持战略引领，突出价值导向，以高质量资本运营助推世界一流公司建设。,
2018/10/17 10:42,【粤前三季度交通投资1134亿元】2018年1—9月，广东省加快交通基础设施建设进度，全省交通基础设施建设快速增长，前三季度全省交通基础设施建设共完成投资1134亿元，为年度计划的94.5%，同比增长18.3%。公路项目完成投资1025.9亿元，为年计划的93.3%，同比增长20.1%，其中，高速公路完成投资798.1亿元，为年计划的90.7%，同比增长13.9%。（南方日报）,
2018/10/17 10:39,【合资券商摩根士丹利华鑫证券转让2%股权，控制权或生变】10月15日，上海联合产权交易所发布预披露项目，华鑫证券有限责任公司拟转让摩根士丹利华鑫证券有限公司（摩根华鑫）2%股权。根据预披露公告，摩根华鑫现仅有两位股东，华鑫证券持股51%，摩根士丹利持股49%。若摩根士丹利获2%股权，将取得摩根华鑫控股权。（中国基金报）,
2018/10/17 10:35,【各地银监局及保监局“一把手”明日在京开会】继银保监会各部门负责人及处级、副处级干部基本确定后，地方局“三定”也或将落地。各地银监局、保监局“一把手”将于今日陆续赴京，参加明日（10月18日）在银保监会举行的相关会议。目前并无明确此次会议的具体内容。但有市场人士猜测，很可能是关于各地方银保监局筹备负责人的确定。会议内容及结果何时宣布，目前也尚未确定。（上证）,
2018/10/17 10:30,【超80家新加坡企业将现身进口博览会】从新加坡工商联合总会获悉，将有超过80家新加坡企业集体“组团”亮相即将在11月举行的首届中国国际进口博览会，这些企业除了将“出海”寻找中国市场的新机遇，也将积极寻找合适的中国伙伴，一起共同开拓全球市场。（新华社）,
2018/10/17 10:29,【为重组做准备 安邦腾挪A股持仓】安邦保险集团通过旗下子公司分散持有的上市公司股份，正在被有计划地合并、拆分，银保监会接管工作组人士表示，把上市公司股权放到合适的主体里是为重组做准备。10月16日，“安邦系”重仓的万科A出现大宗交易，安邦财险、安邦养老、安邦资管分别将其持有的2.58亿股、0.26亿股、0.61亿股万科A股股份转让给安邦人寿。（财新）,
2018/10/17 10:26,【2018中国国际矿业大会18日开幕】在自然资源部、天津市市委和市人民政府支持和指导下，由中国矿业联合会主办的2018（第二十届）中国国际矿业大会将于2018年10月18日至20日在天津梅江会展中心隆重召开。10月18日上午9时，大会开幕式在梅江会展中心1楼N7会议厅举行。上午10时，大会主题论坛：“开放新格局、合作新模式”举行。,
2018/10/17 10:25,【中信证券：美债明年初有望冲高至3.4%】中信证券固收研究主管明明报告指出，未来美国债券收益率仍存在一定上行空间，中美利差缩窄态势料将延续，但考虑到人民币汇率贬值一定程度上有利于提振出口从而对冲中国经济下行压力，因此中美利差收窄对中国债市和经济带来的负面影响或有限。美国经济基本面向好与国际石油价格的高企，促使美债收益率上行，预计在今年年底至明年年初有望走高至3.4%附近；如达3.4%，但经济增速没有进一步抬升反而开始回落，可能会对美国的资本市场，特别是其股市造成严重冲击，并加剧经济衰退的风险。,
2018/10/17 10:23,【住建部专家：中国房市还有很大发展空间 农民工市民化最少还需20年 】住建部住房政策专家委员会副主任、全国房地产商会联盟主席顾云昌表示，中国住房市场还有很大发展空间。因为我们仍处在城市化稳定发展的进程中，真正实现农民工市民化最少还需要20年。目前对房地产市场调控主要是堵而不是疏，太多的“限”把不少合理的住房消费堵住了，应该采取疏堵结合，以疏为主。房市（住房市场）要通过建立长效机制和精准调控实现稳定发展，防止房价的大起大落，防止大的金融风险。（21）,
2018/10/17 10:15,【宝莱特：血透产品原材料预计降价40%】台上表示，跟据市场传来的讯息，公司血液透析耗材产品主要的原材料冰醋酸已经开始降价，降价幅度预计达到40%。据了解，过去公司血透产品的原材料一直处于涨价趋势，且涨幅很大，导致血透产品的毛利率较低。,
2018/10/17 10:11,【IMF总裁拉加德改变主意 决定不出席沙特投资大会】IMF发表声明称，其总裁拉加德已推迟了访问中东的计划，其中包括出席沙特举办的一个投资会议。几天前拉加德还表示，她对沙特记者贾马尔-卡舒吉失踪事件深感震惊，但不准备改变访问沙特的计划。此前世界银行行长金墉已宣布不出席此次大会。,
2018/10/17 10:10,【继三星、格科微之后，比亚迪CIS最高涨价25%】根据比亚迪发布的CIS产品价格调整通知，比亚迪CIS产品线中，BF3A02、BF3A01、BF3901、BF20A1、BF20A2、BF3903、BF3905、BF2206、BF2206IR等CIS产品型号全部涨价。据统计，在比亚迪CIS产品线价格调整中，BF20A1产品型号价格涨幅最大，涨幅达25%；BF3901产品型号涨幅较小，涨幅达6.7%。,
2018/10/17 10:10,  京东方成华为旗舰手机Mate 20 Pro主供应商。,
2018/10/17 10:10,【荷兰电池商Lithium将与中国合作伙伴在华建造16亿欧元电池厂】电池生产商Lithium Werks BV周二表示，将与中国浙江嘉善经济技术开发区实业有限公司在长江三角洲地区共同开发一个价值16亿欧元的工厂。Lithium Werks称，这座占地面积148英亩的工厂将生产锂离子电池，到2030年前年产能应达到500千兆瓦时。（华尔街日报）,
2018/10/17 10:07,快讯：两市高开低走，创业板首先翻绿跌0.2%，沪指涨幅收窄，盘面上生物医药、白酒、燃气等板块领跌。,
2018/10/17 10:07,华为考虑在日本设立研究中心。（日经BP）,
2018/10/17 10:06,  【皇庭国际：已向深圳市国资部门提交申请资料 希望获得支持】皇庭国际(000056)17日在互动平台上表示，公司已了解到深圳市政府驰援本地上市公司相关政策，并已与深圳市国资部门进行积极接触和了解，目前已提交相关申请资料，希望深圳国资系统予以一定的支持，如有进一步确定性进展，公司将及时进行披露。,
2018/10/17 10:05,携程和荷兰皇家航空公司签署合作协议。,
2018/10/17 10:04,白马股中国国旅跌停，成交额超7亿。,
2018/10/17 10:04,创业板翻绿，此前一度涨1.56%。,
2018/10/17 9:55,【支付宝试水相互保险，蚂蚁会员芝麻分650以上无需交费就能加入】10月16日，蚂蚁保险、信美相互联手面向蚂蚁会员推出 “相互保”，以实现大病保障低门槛以及互助共济。据了解，只要芝麻分650分及以上的蚂蚁会员（60岁以下）无需交费，就能加入到其中，获得包括恶性肿瘤在内的100种大病保障，在他人患病产生赔付时才参与费用分摊，自身患病则可一次性领取保障金。（经济观察报）,
2018/10/17 9:54,北京板块相关个股表现活跃，嘉寓股份、百邦科技、万集科技、利亚德集体冲板，消息面上，北京证监局走访海淀区政府商讨风险化解之策，包括帮助海淀区股票质押风险较高的上市公司化解风险。,
2018/10/17 9:51,  据外媒，澳大利亚通过立法批准跨太平洋伙伴关系11国协定（TPP）。,
2018/10/17 9:50,  知识产权概念股走强，飞天诚信、京华激光、中路股份、安妮股份、数字认证、华媒控股、光一科技等个股均有拉升。,
2018/10/17 9:48,【中金：上调比亚迪目标股价 隐含30%上涨空间 】中金报告称，伴随“唐”、“元”等电动车新车型销量超预期，大幅上调比亚迪2018年和2019年净利润预测，同时将其A股和H股的目标价分别由52元和57港币上调至60人民币和65港币，较当前股价各有30%的空间。,
2018/10/17 9:45,中国国旅跳水，大跌近9%。,
2018/10/17 9:44,【中金：下调内地和香港零售商目标价】由于消费增长放缓且竞争加剧，中金公司将内地和香港17家零售商的目标价调低6%至46%。其中，将青岛金王下调46%至6.8元，重庆百货下调23%至34.5元，上海家化下调22%至36元，维持买进评级。港股方面，将联华超市下调43%至2.05港元，并维持买进评级，北京京客隆下调19%至1.8港元，维持持有评级。,
2018/10/17 9:41,【雄安新区智能交通专项规划编制工作启动】10月16日，河北省交通运输厅组织召开雄安新区智能交通专项规划编制工作启动会，部署启动雄安新区智能交通专项规划编制工作。编制雄安新区智能交通规划，要在建设数字化智能交通基础设施、示范应用共享化智能运载工具、提供一体化出行服务、打造全局动态的交通管控系统方面下功夫，打造雄安质量，形成雄安标准，建设全国智能交通样板。（河北日报）,
2018/10/17 9:33,【万达集团：网上所传“融创将全部接盘万达文旅”消息失实 万达将继续投资文旅产业】万达集团：网上所传“融创将全部接盘万达文旅”消息失实。作为中国最早进入文化旅游产业的先行者，万达一直看好中国文化旅游行业的发展前景。今后万达将继续投资文旅产业，旗下文旅集团（含文旅规划、建设、项目管理部门）将继续作为万达的重要产业集团永续发展。,
2018/10/17 9:33,疫苗股多数上涨，长春高新、华兰生物、岳阳兴长、智飞生物涨逾2%，康泰生物涨0.95%，沃森生物涨0.79%，辽宁成大跌5.51%。 消息面， 国家药监局和吉林省食药监局16日分别对长春长生公司作出多项行政处罚， 长春长生公司被处罚没款91亿元 。,
2018/10/17 9:31,美国总统特朗普：任何非法入境者都将被拘捕。,
2018/10/17 9:30,  迈瑞医疗涨停。,
2018/10/17 9:30,  焦煤期货主力合约突破1400元/吨，创今年3月以来新高。,
2018/10/17 9:30,【重庆市集成电路技术创新实施方案出台】《重庆市集成电路技术创新实施方案（2018—2022年）》近日出台。《方案》提出，重庆将选择具有相对优势的应用领域芯片作为突破口，重点解决制约集成电路产业发展的技术问题和创新生态问题。“技术创新将重点集中在‘5+1’领域，即智能终端、物联网、汽车电子、智能制造、仪器仪表5个优势应用领域和5G通信新兴应用领域，分阶段布局，逐步完善。”重庆市科委该负责人称。（重庆日报）,
2018/10/17 9:30,中弘股份今日高开1.10%，报0.92元，该股昨日收盘报0.91元/股，连续18个交易日低于1元，董事长、总经理齐辞职。,
2018/10/17 9:26,"上证综指开盘集合竞价上涨1.10%，至2,574.31；深证成指上涨1.26%，报7390.89；创业板指上涨1.18%，报1231.00。",
2018/10/17 9:26,开盘：两市高开沪指开盘涨1.1%，创业板指涨1.18%，海南板块爆发，昨日国务院印发海南自贸区方案。,
2018/10/17 9:20,【国君宏观：降息成为2019年货币政策备选项的概率在进一步增大】国泰君安宏观团队认为，易纲行长最近讲话使得“降息”成为19年货币政策备选项的概率在进一步增大。预测未来一年，央行将会降准、降基准（非对称），而且可能不止一次。国君宏观认为， 在历次经济放缓的过程中，央行均开启了较为宽松的货币政策，均包含降准、降息；在美联储加息周期中，我国央行货币政策亦出现过降息的情况。面临贸易摩擦叠加强美元周期的双重压力，“降息、减税、中央加杠杆来加快经济转型”或是大势所趋。,
2018/10/17 9:17,【北京政府帮助海淀区股票质押风险较高的上市公司化解风险】证监会北京监管局网站公告称，海淀区政府帮助该区股票质押风险较高的上市公司化解风险。,
2018/10/17 9:16,【人民币中间价上调16点】人民币中间价报6.9103，上一交易日中间价6.9119；上一交易日官方收盘价报6.9186，上一交易日夜盘收盘报6.9125。,
2018/10/17 9:13,  中国央行：中国央行公开市场今日将不进行操作（今日无逆回购到期）。,
2018/10/17 9:11,【百度加入Partnership on AI 为首位中国新成员】Partnership on AI在最新公告中欢迎首位中国新成员百度加入，百度将与其他成员一同致力于AI研发标准和全球性AI政策制定。Partnership on AI是一家非营利机构，最初由Facebook、亚马逊等联合发起，其成立的目的是汇集全球不同的声音，以保障AI在未来能够安全、透明、合理地发展。（36氪）,
2018/10/17 9:09,【和而泰：在与潜在客户积极研究开发民用5G芯片】和而泰16日晚间在投资者互动平台上表示，目前公司已加大铖昌科技在民用及5G物联网芯片方面的研发投入，在与潜在客户积极研究开发民用5G芯片。此外，公司物联网与人工智能大数据平台业务在快速与各行业企业合作，其中包括与养老院、学校、美容院、酒店、房地产商等行业的合作已经在快速铺开，公司将继续推进与行业标杆企业合作，形成示范效应。,
2018/10/17 9:08,【交银国际上调中国铁建股票目标价】交银国际上调中国铁建股票目标价，认为随着国家发改委加力促进中西部重点铁路项目建设，该公司四季度和2019年合同增长会出现复苏。,
2018/10/17 9:06,IMF：拉加德访问中东的行程因故推迟。,
2018/10/17 9:04,【奥迪获得北京市自动驾驶车辆道路测试牌照】奥迪称，继9月份取得无锡市自动驾驶车辆道路测试牌照之后，奥迪获得北京市L4级自动驾驶车辆道路测试牌照。奥迪将通过不同驾驶场景，以进一步完善自动驾驶技术。,
2018/10/17 9:01,国内期市开盘，焦煤涨逾2%，菜粕、原油、白糖期货主力开盘跌超1%。PTA、沪铅、郑醇、沪铜、沪金、沪锌、热卷、焦炭、铁矿下跌。沪铝、郑煤、棉纱、鸡蛋、硅铁、橡胶、苹果、玻璃、郑棉上涨。,
2018/10/17 9:00, 富时中国A50指数期货高开1.3%。,
2018/10/17 8:59,【国务院扶贫办：全国已有153个贫困县脱贫摘帽】据 @国务院扶贫开发领导小组办公室 官方微博，2017年，全国有20个省区市125个贫困县申请脱贫摘帽。2018年6—8月，国务院扶贫办委托第三方评估机构分两批开展专项评估检查。结果显示，125个县符合脱贫摘帽条件。经国务院扶贫开发领导小组审核同意，分别于8月初和9月底由省级政府批准脱贫摘帽。,
2018/10/17 8:56,【一天内两大券商获批文 券商跨境业务审批提速明显 】中国银河证券公告宣布，经证监会批准公司获得跨境业务试点资格。几乎同一时间，中信建投证券也公告表示，公司扩大跨境业务范围的申请获准通过。这是今年以来获批该业务资格的第8、第9家券商。此前已有海通证券、中信证券、华泰证券、国泰君安、广发证券、中金公司、招商证券7家券商相继获批。9家已获批跨境业务试点业务的券商中，共有7家券商是在今年获批，不难看出，今年以来券商跨境业务审批提速明显。（证券日报）,
2018/10/17 8:54,【全国首个省级电视4K超高清频道开播】10月16日，广东广播电视台综艺频道4K超高清开播活动在广东广播电视台举行。这意味着，广东综艺频道成为全国首个省级电视4K超高清频道。业内人士评价，开办4K超高清电视频道，是广东开展“新数字家庭”行动、推动4K电视网络应用与产业发展的重要举措，对深化广电媒体供给侧结构性改革，提高广电媒体传播力引导力影响力，具有积极的意义。（南方日报）,
2018/10/17 8:53,  【上交所提示广东明珠融资交易风险】根据16日各证券公司上报和信用帐户持有数据，上交所发现广东明珠（600382）融资监控指标达到20.214%。依照《上海证券交易所融资融券业务实施细则》第六章第五十一条的相关规定，单只股票的融资监控指标达到25%时，本所可以在次一交易日暂停其融资买入，并向市场公布。,
2018/10/17 8:51,【北京市长陈吉宁会见美国波顿雪板公司创始人兼董事长杰克·波顿一行】陈吉宁表示，愿同波顿雪板公司在冰雪运动展示普及、冰雪科技和冰雪赛事等方面深化合作，让更多年轻人喜爱冰雪运动。希望波顿雪板公司扩大在京投入，吸引带动更多相关企业来京发展。波顿回顾了单板滑雪运动的发展历程，表示愿意在京开展更多业务，积极参与支持北京冰雪赛事，推动单板滑雪运动普及。（北京日报）,
2018/10/17 8:51,【三季度银监罚单超800张 农商行成重灾区 同业业务、房地产类贷款为监管重点】在我国金融监管日益趋严的背景下，今年三季度各级银监部门出具的罚单数量超800张，较二季度多了近200张。银监系统对责任人员惩办力度明显加大，有近500位责任人员被处罚，其中多人被处以终身禁止从事银行业工作。从业务范围来看，同业业务和房地产类贷款是银监系统的严查领域；从处罚单位上看，农商行依旧是罚单重灾区。以东北地区为例，多家农商行因同业违规遭遇大额罚单。（经参）,
2018/10/17 8:49,【国内油价将迎“四连涨” 时隔五年再步入“8元”时代】本轮成品油零售限价“四连涨”已成定局。调价窗口为10月19日24时。卓创资讯分析师表示，折合成升价，92#汽油及0#柴油每升上调0.15元、0.16元。届时，国内华北、华南、西南地区92#汽油将突破8元/升，零售汽油价格时隔五年后，将再次进入“8元”时代。（经参）,
2018/10/17 8:47,【全国首套房贷利率涨幅持续回落】根据融360最新发布的报告显示，9月全国首套房贷款平均利率小幅上涨至5.70%，为连续21个月上涨，但涨幅已连续三个月回落。业内人士认为，尽管在房价居高不下之时，首套房贷利率涨幅已经进入下降通道在严格的房地产调控政策下，但房贷利率不会有太大变化空间，不过未来上涨幅度会进一步缩小。（中新经纬）,
2018/10/17 8:45,  【两市融资余额再降85亿 跌破7800亿元】截至10月16日，上交所融资余额报4753.05亿元，较前一交易日减少44.03亿元；深交所融资余额报3042.7亿元，较前一交易日减少41.06亿元；两市合计7795.75亿元，较前一交易日减少85.09亿元。,
2018/10/17 8:35,美国总统特朗普：沙特一直以来都是一个很棒的盟友，沙特一直“ 投资巨额资金 ”。,
2018/10/17 8:34,【中证报：D股对A股股价及流动性影响有限】青岛海尔发布D股上市意向公告后，部分A股投资者对D股市场仍缺乏了解，甚至存在一些误解。一位从事D股市场研究的专业人士表示，A股与D股不能相互转换，A股市场和D股市场依然是互相独立的两个市场。参考“A+H”两地上市公司，A股市场在估值和流动性等方面仍然占据主导地位，“D股市场是A股市场的有益补充，但其规模较小，对A股股价及流动性的影响有限，难以改变A股估值。”,
2018/10/17 8:33,据了解，D股目前发行进展顺利，境外机构投资者认购青岛海尔D股态度积极。  （中证报）,
