news_type,industry,product,provider,provider_location,buyer_location,bill,行业,buyer,category
第一类新闻,煤粉锅炉,上海电气电站集团,胡杨河市锦焱热力有限公司,下游,30万,,Industry: Energy,中游,Energy
第一类新闻,煤粉锅炉,上海电气电站集团,内蒙古能源集团准大电厂,下游,100万,,Industry: Energy.,中游,Energy
第一类新闻,PCB设计-制板-物料供应-焊接组装,空,一博科技公司,上游,下游,9789.50万元,Industry: Industrials,珠海邑升顺,Industrials
第一类新闻,半导体,空,ARM,中游,中游,空,Industry: IT,制造合作伙伴,IT
第一类新闻,文化娱乐,IP一体化开发,智源研究院,中游,中游,空,Industry: Communication Services,中文在线,Unknown
第一类新闻,短交通,空,京东,中游,下游,100亿,Industry: Industrials.,九号,Industrials
第一类新闻,水轮发电机组,空,浙富控股,上游,中游,2.379亿元,Industry: Energy,重庆白马航运发展有限公司,Energy
第一类新闻,差别化氨纶,空,华峰化学,中游,下游,空。,Industry: Materials.,重庆氨纶建设,Materials
第一类新闻,数据中心交换机,CloudEngine 16800-X,华为,空,中游,空。,Industry: IT,金融,IT
第一类新闻,地图数据,空,腾讯地图,中游,下游,空,Industry: IT,Unity中国,IT
第一类新闻,车载AI芯片,空,地平线,中游,上游,空,Industry: IT,大众集团,IT
第一类新闻,AI,空,携程集团,中游,中游,空,Industry: IT,亚马逊云科技,IT
第一类新闻,轮胎,Ventus S1 evo3 ev,韩泰轮胎,中游,下游,空,Industry: Industrials,零跑汽车,Industrials
第一类新闻,芯片,空,慧博云通,中游,上游,空,Industry: IT,华为海思,IT
第一类新闻,高精度定位服务,空,中国移动,上游,下游,空。,Industry: Telecom,广和通,Telecom
第一类新闻,综合金融业务,空,中国移动,中游产业链,中游产业链,空,Industry: Financials,中信集团,Financials
第一类新闻,通信服务和信息化解决方案,空,中国移动,中游产业链,中游产业链,空,Industry: Telecom,中信集团,Telecom
第一类新闻,“连接+算力+能力”新型信息服务体系行业赋能,空,中国移动,中游产业链,中游产业链,空,Industry: IT,中信集团,IT
第一类新闻,用户、渠道与营销领域方面的优势互惠互补,空,中国移动,中游产业链,中游产业链,空,Industry:Marketing,中信集团,Unknown
第一类新闻,磷酸铁锂正极材料,比亚迪智利分公司,智利生产促进委员会（CORFO）,中游,空,,Industry: Materials.,上游,Materials
第一类新闻,数字化服务,空,阿里云,空,空,空。,Industry: IT,昆仑数智,IT
第一类新闻,数字化服务,空,阿里云,空,空,空。,Industry: IT,朗新科技,IT
第一类新闻,数字化服务,空,阿里云,空,空,空。,Industry: IT,千方科技,IT
第一类新闻,数字化服务,空,阿里云,空,空,空。,Industry: IT,中金财富,IT
第一类新闻,数字化服务,空,阿里云,空,空,空。,Industry: IT,石基集团,IT
第一类新闻,数字化服务,空,阿里云,空,空,空。,Industry: IT,用友网络,IT
第一类新闻,数字化服务,空,阿里云,空,空,空。,Industry: IT,亚信科技,IT
第一类新闻,半导体材料,空,江苏三晶半导体材料有限公司,中游,下游,空,Industry: Materials.,中芯国际,Materials
第一类新闻,汽车,空,万达汽车,中游,上游,空,Industry: Industrials,高合汽车,Industrials
第一类新闻,锂电负极胶,空,回天新材,上游,下游,空,Industry: Materials,多家客户,Materials
第一类新闻,汽车零部件,感应传感器接口集成电路,安森美,上游,下游,空。,Industry: Industrials,海拉,Industrials
第一类新闻,等速驱动轴,空,远东传动,中游,下游,空。,Industry: Industrials.,上汽通用五菱新能源汽车,Industrials
第一类新闻,等速驱动轴,空,远东传动,中游,下游,空。,Industry: Industrials.,江铃雷诺新能源汽车,Industrials
第一类新闻,通信单元产品,空,西力科技,中游，中游，中游，中游,上游，上游，上游，上游,6000万元,Industry: Telecom.,国网四川省电力公司，国网安徽省电力有限公司，国网陕西省电力有限公司，国网湖南省电力有限公司,Telecom
第一类新闻,电能计量箱产品,空,浙江西力智能科技有限公司,中游，中游，中游,上游，上游，上游,4100万元,Industry: Industrials,国网山东省电力公司，国网黑龙江省电力有限公司，国网浙江省电力有限公司,Industrials
第一类新闻,石油,空,泰山石油,上游,下游,空,Industry: Energy.,岱岳新城资产运营有限公司,Energy
第一类新闻,AI,空,英特尔,上游,下游,空,Industry: IT,波士顿咨询公司,IT
第一类新闻,数据安全,空,普华永道,中游,下游,空,Industry: IT,奇安信,IT
第一类新闻,药品,DKX-DDCI-01L05项目,博济医药,中游,下游,5350万元。,Industry:HealthCare,重庆迪康尔乐制药有限公司,HealthCare
第一类新闻,半导体,模拟平台,阿斯麦,中游,中游,空,Industry: IT,VMS Solutions,IT
第一类新闻,建筑工程,EPC工程总承包,空,空,空,2023年7月,Industry: Industrials,西安航天基地西曹村、兆寨村、中兆村安置小区项目（二期）II标段EPC总承包,Industrials
第一类新闻,锂电池,空,江西赣锋锂电科技股份有限公司,中游,下游,不超过60亿元人民币,Industry: Materials,土默特左旗人民政府,Materials
第一类新闻,建筑及市政公用工程,空,宏景科技,空,空,空,Industry: Industrials.,北京建工集团（广州）建设有限公司,Industrials
第一类新闻,药品,NHKC-1,"阳光诺和,,,昂利康",上游,空,空,Industry: HealthCare.,中游,HealthCare
第一类新闻,药品,NHKC-1,"阳光诺和,,,昂利康",上游,空,空,Industry: HealthCare.,下游,HealthCare
第一类新闻,盐化工,空,"山东海化,,,空,,,空",中游,空,9亿元,Industry: Materials,上游,Materials
第一类新闻,电子元器件,空,超捷股份,中游,上游,空,Industry: Information Technology (IT),特斯拉,IT
第一类新闻,环保,城污水管网改造建设项目工程总承包合同,中联宏信勘察设计有限公司,中游,下游,贰亿伍佰捌拾陆万伍仟捌佰捌拾陆元整。,Industry: Materials.,武定县城市建设开发投资有限公司,Materials
第一类新闻,综合能源,空,联美控股,上游,下游,空,Industry: Energy,中山市翠亨新区,Energy
第一类新闻,锂电池,空,威马汽车集团有限公司,中游,中游,空。,Industry: Materials,中国诚通生态有限公司,Materials
第一类新闻,建筑工程,空,龙元建设,下游,中游,3.85亿元。,Industry: Industrials,中标中国（宁波）跨境贸易数智枢纽港项目（二期）,Industrials
第一类新闻,光伏发电,空,天津粤水电能源有限公司,中游,下游,7757.39万元。,Industry: Energy.,天津市腾源畜牧养殖有限公司,Energy
第一类新闻,液冷技术,整机柜产品,空,空,空,空,Industry: Industrials,神州数码,Industrials
第一类新闻,风力发电,空,粤水电公司,中游,下游,空,Industry: Energy,云南省大理白族自治州云龙县人民政府,Energy
第一类新闻,海上风电,海缆,中标公司：东方电缆,供货公司产业链位置：中游,收货公司产业链位置：下游,订单金额：7.24亿元。,Industry: Energy.,收货公司：广西防城港海上风电示范项目A场址、华能岱山1号海上风电项目、三峡能源山东分公司牟平BDB6#一期,Energy
第一类新闻,政府行业信息化建设,空,普元信息,下游,上游,空,Industry: IT,浪潮科技,IT
第一类新闻,电池隔膜,SKIET,欣旺达,下游,空,空。,Industry: Materials.,中游,Materials
第一类新闻,交通运输,私家车,香港特区政府,下游,中游,空,Industry: Industrials,粤港政府,Industrials
第一类新闻,光伏发电,空,华光环保能源（西安）设计研究院有限公司,中游,下游,5.36亿元。,Industry: Energy,峨山鑫能光伏发电有限公司,Energy
第一类新闻,建设,空,上海市浦东新区建设（集团）有限公司,中游,中游,166057.7467万元。,Industry: Industrials,上海浦东路桥（集团）有限公司,Industrials
第一类新闻,资本项目,空,安瑟顾问公司,中游,中游,空,Industry: Financials,埃森哲,Financials
第一类新闻,IGBT模块,空,天龙股份,上游,下游,空,Industry: Industrials,翠展微电子,Industrials
第一类新闻,电气化产品和工业自动化系统,NACS连接器,ABB集团,上游,下游,空,Industry: Industrials,特斯拉,Industrials
第一类新闻,石化,乙烯装置,中国寰球工程有限公司,中游,下游,46.58亿元人民币。,Industry: Materials,中国石油天然气股份有限公司广西石化分公司,Materials
第一类新闻,电缆,空,Blink,中游,中游,空,Industry: Industrials,特斯拉,Industrials
第一类新闻,新一代网络与信息基础设施,空,中国移动通信集团有限公司,中游,下游,空,Industry: IT,天津市政府,IT
第一类新闻,数字政府建设,空,中国移动通信集团有限公司,中游,下游,空,Industry: IT,天津市政府,IT
第一类新闻,5G技术,空,中国移动通信集团有限公司,中游,下游,空,Industry: Telecom.,天津市政府,Telecom
第一类新闻,智慧城市,空,中国移动通信集团有限公司,中游,下游,空,Industry: IT,天津市政府,IT
第一类新闻,智能制造,空,中国移动通信集团有限公司,中游,下游,空,Industry: Industrials,天津市政府,Industrials
第一类新闻,数智化服务,空,中国移动通信集团有限公司,中游,下游,空,Industry: IT,天津市政府,IT
第一类新闻,电动汽车电池,空,松下,中游,中游,空,Industry: Materials.,斯巴鲁,Materials
第一类新闻,数字广告,空,PubMatic,上游,下游,空,Industry: IT,爱奇艺国际版,IT
第一类新闻,屏蔽门系统,空,方大智源科技股份有限公司,"中游,,,中游,,,中游","下游,,,下游,,,下游",6.18亿元,Industry: Industrials.,新加坡地铁CRL152项目,Industrials
第一类新闻,屏蔽门系统,空,方大智源科技股份有限公司,"中游,,,中游,,,中游","下游,,,下游,,,下游",6.18亿元,Industry: Industrials.,苏州市轨道交通8号线,Industrials
第一类新闻,屏蔽门系统,空,方大智源科技股份有限公司,"中游,,,中游,,,中游","下游,,,下游,,,下游",6.18亿元,Industry: Industrials.,西安市地铁15号线一期,Industrials
第一类新闻,数控机床,空,宇环数控,中游,下游,1.46亿元。,Industry: Industrials,捷普成都,Industrials
第一类新闻,功能糖产品,空,保龄宝,中游,下游,空,Industry: HealthCare,可口可乐,HealthCare
第一类新闻,能源,空,埃克森美孚,中游,中游,空,Industry: Energy,阿里云,Energy
第一类新闻,电子元器件,英特尔芯片,空,英特尔,空,空。,Industry: Information Technology (IT),德国财长,IT
第一类新闻,液化天然气,阿曼液化天然气公司,"壳牌国际中东公司,OQ贸易",空,150万吨,,Industry: Energy,"上游,中游",Energy
第一类新闻,芯片,空,塔塔汽车,中游,下游,空,Industry: IT,捷豹路虎,IT
第一类新闻,液化天然气,空,新加坡公司,下游,上游,空,Industry: Energy,卡塔尔公司,Energy
第一类新闻,OLED显示系统,空,三星显示,上游,中游,空。,Industry: IT,现代汽车,IT
第一类新闻,三元前驱体,芳源股份,盟固利,下游,空,5000-10000吨,Industry: Materials.,中游,Materials
第一类新闻,新能源产业,空,国网山东省电力公司泰安供电公司,中游,下游,空。,Industry: Energy.,中国石化山东泰山石油股份有限公司,Energy
第一类新闻,智能汽车第三代E/E架构,空,欧冶半导体,供应链位置未确定,供应链位置未确定,空,Industry: IT,AutoCore,IT
第一类新闻,半导体材料,光刻胶,空,空,空,空,Industry: Materials,中芯国际,Materials
第一类新闻,半导体材料,光刻胶,空,空,空,空,Industry: Materials,华虹集团,Materials
第一类新闻,半导体材料,光刻胶,空,空,空,空,Industry: Materials,长江存储,Materials
第一类新闻,半导体材料,光刻胶,空,空,空,空,Industry: Materials,长鑫存储,Materials
第一类新闻,车用照明,VC1汽车尾灯发光板,得邦车用照明,下游,上游,1.8亿元,Industry:Industrials,马瑞利汽车照明系统（芜湖）,Industrials
第一类新闻,网络服务,空,宜通世纪,中游,下游,12.8亿元。,Industry: IT,中国移动通信集团,IT
第一类新闻,锂电池,标的土地,亿纬锂能,中游,上游,1.64亿令吉,Industry: Materials,PKL,Materials
第一类新闻,生产准备物资,吸附剂、惰性填料,蓝晓科技,中游,下游,6222万元,Industry: Industrials,国投罗钾公司,Industrials
第一类新闻,高纯氮气,空,蜀道装备公,中游,中游,560.18万元。,Industry: Materials.,四川蜀能矿产有限责任公司,Materials
第一类新闻,基因测序和芯片解决方案,空,因美纳,中游,中游,空,Industry:HealthCare,红杉中国,HealthCare
第一类新闻,创新传感器方案,空,荣耀,中游,下游,空。,Industry: IT.,汇顶科技,IT
第一类新闻,电子控制单元,空,富士康,中游,下游,空。订单金额为：空。,Industry: IT,特斯拉,IT
第一类新闻,铝系锂吸附剂材料,空,麻米措矿业,下游,上游,8792万元,Industry: Materials.,久吾高科全资子公司西藏久吾,Materials
第一类新闻,钢铁,空,力拓集团,中游,上游,空,Industry: Materials,中国宝武钢铁集团有限公司,Materials
第一类新闻,储能液冷机组,江淮松芝空调有限公司,阳光电源股份有限公司,上游,空,40kW。,Industry: Energy.,下游,Energy
第一类新闻,机器视觉,空,高德红外,"上游,中游","中游,下游",空,Industry: IT.,知名机器视觉相关企业,IT
第一类新闻,等速驱动轴,空,万向钱潮,中游,下游,空,Industry: Industrials.,特斯拉,Industrials
第一类新闻,辅料,SNAC,空,空,中游,空,Industry: Materials,普利制药,Materials
第一类新闻,智能机器人,RV/谐波减速器轴承项目,光洋股份,中游,下游,空,Industry: IT,客户公司,IT
第一类新闻,BIPV玻璃,空,秀强股份,空,空,空,Industry: Materials.,隆基,Materials
第一类新闻,BIPV玻璃,空,秀强股份,空,空,空,Industry: Materials.,晶科,Materials
第一类新闻,BIPV玻璃,空,秀强股份,空,空,空,Industry: Materials.,东方日升,Materials
第一类新闻,BIPV玻璃,空,秀强股份,空,空,空,Industry: Materials.,海螺水泥,Materials
第一类新闻,BIPV玻璃,空,秀强股份,空,空,空,Industry: Materials.,天合,Materials
第一类新闻,BIPV玻璃,空,秀强股份,空,空,空,Industry: Materials.,嘉盛,Materials
第一类新闻,水泥,空,冀东水泥,中游,下游,500万吨。,Industry: Materials,雄安新区,Materials
第一类新闻,发动机,航天科技集团六院,长征七号运载火箭,上游,空，订单金额空,,Industry: Industrials,上游,Industrials
第一类新闻,高阻隔透明背板,空,回天新材,下游,中游,空,Industry: Materials,标杆客户,Materials
第一类新闻,生态治理,空,宁波市政工程建设集团股份有限公司,中游,下游,2.39亿元,Industry: Materials,北京建工环境修复股份有限公司,Materials
第一类新闻,钢铁,空,中国宝武钢铁集团,中游,下游,空,Industry: Materials,劳力士,Materials
第一类新闻,光器件,800G光模块,空,空,中游,空,Industry: IT,天孚通信,IT
第一类新闻,晶圆,N3E,空,空,"中游,,,中游",订单金额：空,Industry: IT,高通,IT
第一类新闻,晶圆,N3E,空,空,"中游,,,中游",订单金额：空,Industry: IT,联发科,IT
第一类新闻,银行业,空,瑞士信贷,下游,上游,空,Industry:Financials,瑞银集团,Financials
第一类新闻,内容安全,空,东方通公司,中游,下游,空。,Industry:IT,中国电信股份有限公司湖南分公司,IT
第一类新闻,环保,空,顺控环境投资有限公司,中游,中游,空。,Industry: Materials.,北京京城环保股份有限公司,Materials
第一类新闻,环保,空,顺控环境投资有限公司,中游,中游,空。,Industry: Materials.,天津首诚环保科技合伙企业（有限合伙）,Materials
第一类新闻,激光雷达,空,禾赛科技,中游,下游,空,Industry: Industrials.,英伟达,Industrials
第一类新闻,慈善,空,空,空,空,空,Industry: CS (Corporate Social Responsibility),100家慈善组织,CS
第一类新闻,垃圾处理,垃圾渗滤液、洁净水处理系统运维服务,天源环保,中游,下游,1226.11万元。,Industry:Utilities.,商丘中电环保发电有限公司,IT
第一类新闻,休闲食品,湘卤风味休闲食品智能生产项目,劲仔食品公司,中游,下游,空,Industry: Consumer Staples (CS),湖南咚咚,CS
第一类新闻,食品,湘卤风味休闲食品智能生产项目,湖南咚咚,中游,下游,空,Industry: CD,平江县人民政府,CD
第一类新闻,配网设备,空,苏州科陆东自电气有限公司,中游,下游,1.22亿元。,Industry: Utilities,南方电网公司,IT
第一类新闻,建筑业,空,建泰建设,中游,下游,6.07亿元。,Industry: Industrials,华发,Industrials
第一类新闻,云服务,空,推特,下游,上游,空,Industry: IT,Google Cloud,IT
第一类新闻,光伏,空,深圳港集团,下游,中游,空。,Industry: Energy,深圳能源集团,Energy
第一类新闻,建筑业,华发北围 45-46T 项目,维业股份全资子公司,下游,上游,6.1亿元。,Industry: Industrials,华发,Industrials
第一类新闻,水泥,空,中国铁物,中游,下游,空,Industry:Materials,天山股份,Materials
第一类新闻,游戏行业,空,智度股份,中游,上游,空,Industry: IT,华为云,IT
第一类新闻,土壤修复,空,建工修复,中游,下游,9263万元,Industry: Materials.,灌云县燕尾港工业园区,Materials
第一类新闻,天然气,空,俄罗斯天然气工业股份公司,上游,下游,空,Industry:Energy,亚美尼亚,Energy
第一类新闻,外协件,空,上海元通座椅系统有限公司,中游,中游,641.04万元。,Industry: Industrials.,公司,Industrials
第一类新闻,生物制药,空,河北开放大学,中游,上游,空,Industry: HealthCare,华药集团,HealthCare
第一类新闻,散货船,恒力造船（大连）有限公司,海易公司,上游,空,10艘8.2万吨，订单金额未知。,Industry: Industrials,下游,Industrials
第一类新闻,新能源车产业链,宁德时代,"施罗德国际精选基金中国A,,,施罗德国际精选基金大中华A,,,施罗德国际精选基金中国机遇","上游,,,上游,,,上游",空,增持80%。每只基金持有宁德时代的总股数不确定，因此订单金额不确定。,Industry: Industrials.,下游,Industrials
第一类新闻,新能源车产业链,宁德时代,"施罗德国际精选基金中国A,,,施罗德国际精选基金大中华A,,,施罗德国际精选基金中国机遇","上游,,,上游,,,上游",空,增持80%。每只基金持有宁德时代的总股数不确定，因此订单金额不确定。,Industry: Industrials.,下游,Industrials
第一类新闻,新能源车产业链,宁德时代,"施罗德国际精选基金中国A,,,施罗德国际精选基金大中华A,,,施罗德国际精选基金中国机遇","上游,,,上游,,,上游",空,增持80%。每只基金持有宁德时代的总股数不确定，因此订单金额不确定。,Industry: Industrials.,下游,Industrials
第一类新闻,芯片,Deep Edge10,云天励飞,上游,中游,空,Industry: IT,相关合作方,IT
第一类新闻,农村水系综合整治项目,空,中交第二航务工程局有限公司，长江勘测规划设计研究有限责任公司,中游，牵头人,下游,5.26亿元。,Industry: Materials,鄂州市梁子湖区城市建设投资有限公司,Materials
第一类新闻,光伏电池,ABC组件,爱旭股份,中游,下游,订单金额：空,Industry: Energy.,LIBRA,Energy
第一类新闻,原油,空,伊拉克,上游,下游,200万桶。,Industry: Energy,黎巴嫩,Energy
第一类新闻,谷歌云服务,空,推特公司,上游,下游,空。,Industry: IT,谷歌云服务,IT
第一类新闻,风力发电,空,东南粤水电投资有限公司,中游,政府,约90亿元。,Industry: Energy,云南省丽江市人民政府,Energy
第一类新闻,新能源,光储充换场站,金冠股份,上游,中游,14亿元。,Industry: Energy,俄罗斯联邦工商会中东代表处,Energy
第一类新闻,稀土,空,中国稀土集团,中游,下游,空,Industry: Materials,四川省自然资源投资集团,Materials
第一类新闻,AI设计创新,空,杰恩设计,中游,中游,空,Industry: IT.,哈工大（深圳）,IT
第一类新闻,铜冶炼,空,中色印尼公司,下游,下游,1.05亿美元。,Industry: Materials.,十五冶印尼公司,Materials
第一类新闻,网络综合代维服务,空,长实通信,中游,下游,19.81亿元。,Industry: IT,中国移动,IT
第一类新闻,车用照明,S311车大灯ECU,浙江得邦车用照明有限公司,中游,下游,8100万元人民币,Industry: Industrials,湖北华中马瑞利汽车照明有限公司,Industrials
第一类新闻,园林景观,海淀区南旱河滨水慢行景观提升工程,乾景园林公司,中游,下游,9438.67万元人民币,Industry: RealEstate.,北京金河水务建设集团有限公司,RealEstate
第一类新闻,新能源,空,润海新能源有限公司,中游,中游,空,Industry: Energy,TÜV南德意志集团,Energy
第一类新闻,辅料,SNAC,普利制药,中游,下游,空,Industry: Materials,客户,Materials
第一类新闻,新能源,太阳能电池、储能变流器及储能系统集成,空,空,空,116亿元。,Industry: Energy,天宸股份,Energy
第一类新闻,超声波滚焊机,空,骄成超声,上游,下游,空,Industry: Industrials.,宁德时代,Industrials
第一类新闻,锂,空,沙特公司,中游,下游,空。,Industry: Materials,宝马,Materials
第一类新闻,白酒,"酱香型白酒,清香型白酒",深圳市怡亚通酒业有限公司,中游,下游,空,Industry: Consumer Discretionary (CD),山西怡亚通秘造供应链有限公司,CD
第一类新闻,汽车和手机生态,空,极星汽车中国公司,中游,下游,空,Industry: IT.,星纪魅族,IT
第一类新闻,机械设备,振动筛、给料机、破碎机、PC构件等系列产品,威领股份,"中游,中游",空,3000万元,Industry: Industrials,"鞍山鞍重,辽宁鞍重",Industrials
第一类新闻,建筑材料,厂外补给水管道材料,东宏股份,下游,下游,1.19亿元,Industry: Materials,博兴公司,Materials
第一类新闻,海上风电,空,大烨智能,中游,下游,8.54亿元,Industry: Energy,海上风电安装业主单位、风机供应商及施工总包单位,Energy
第一类新闻,重结晶碳化硅,空,扬州力泰新材料科技有限公司,下游,上游,4500万元,Industry: Materials.,凯龙高科,Materials
第一类新闻,制鞋,空,苏美达所属技术公司,中游,下游,空,Industry: Consumer Discretionary (CD),意尔康股份有限公司,CD
第一类新闻,矿石轨道车,空,Gemco Rail,中游,下游,1.5亿澳元。,Industry: Industrials,力拓,Industrials
第一类新闻,车险分期,空,普洛斯产融科技,上游,下游,"2.14亿元,,,",Industry: Financials.,联合保险公司等金融机构,Financials
第一类新闻,电池,空,亿纬锂能,中游,下游,10GWh。,Industry: Materials.,Powin,Materials
第一类新闻,智慧能源,储能系统设备,金盘科技,中游,下游,"10,870万元。",Industry: Energy.,厦门东源新能源科技有限公司,Energy
第一类新闻,乘用车,"汉EV, 元PLUS EV, 海豚",比亚迪,中游,空,空,Industry: Consumer Discretionary (CD),Andor,CD
第一类新闻,电子元器件,空,公司名称: 英伟达,产业链位置: 上游,产业链位置: 下游,订单金额: 空,Industry: IT,公司名称: 首都在线,IT
第一类新闻,旅游,空,凯撒世嘉控股集团,下游,上游,空,Industry: RealEstate,农商银行发展联合会,RealEstate
第一类新闻,数据,空,恒丰银行,中游,中游,空,Industry: IT,上海数交所,IT
第一类新闻,房地产,空,美力科技,中游,中游,1.17亿元,Industry: RealEstate,新昌县七星街道办事处,RealEstate
第一类新闻,外汇,空,土耳其央行,中游,中游,空,Industry: Financials.,私人银行,Financials
第一类新闻,数字经济,空,中国移动通信集团有限公司,上游,下游,空,Industry: IT,青海省政府,IT
第一类新闻,汽车,"汉EV, 元PLUS EV, 海豚",比亚迪,上游,下游,空,Industry: Industrials,Andor,Industrials
第一类新闻,新材料,空,江苏海四达电源有限公司,中游,中游,空,Industry: Materials.,光莆电子股份有限公司,Materials
第一类新闻,燃料电池系统,空,本田,上游,下游,空,Industry: Energy,五十铃,Energy
第一类新闻,通信基础设施,空,中国铁塔股份有限公司,中游,上游,空,Industry: Telecom,贵州省人民政府,Telecom
第一类新闻,风能和太阳能,空,欧洲重建与发展银行,中游,中游,空,Industry: Energy,塞尔维亚政府,Energy
第一类新闻,风电、光伏、储能,空,湛江风力发电有限公司,中游,下游,219亿元,Industry: Energy,内蒙古乌兰察布丰镇市人民政府,Energy
第一类新闻,农业装备,采棉机,星光农机,上游,下游,空,Industry: Industrials,新疆银丰,Industrials
第一类新闻,工程机械,原材料,交通银行湖南省分行,下游,上游,220亿元。,Industry: Industrials,三一集团,Industrials
第一类新闻,海关,空,中国海关,上游,中游,空,Industry: CD (Consumer Discretionary),WCO,CD
第一类新闻,直升机,空中客车,航空公司,下游,空,43。,Industry:Industrials,中游,Industrials
第一类新闻,人工智能,空,ServiceNow,中游,中游,空,Industry: IT,微软,IT
第一类新闻,航天科技,空,银河电子,中游,空,3000万元。,Industry: Industrials,上海格思航天科技有限公司,Industrials
第一类新闻,集装箱,空,中外运集装箱运输有限公司,上游,中游,空。订单金额：空。,Industry: Industrials,招商轮船全资单船公司,Industrials
第一类新闻,土地,空,上航,中游,下游,31.6亿元,Industry: RealEstate,东航,RealEstate
第一类新闻,网络保险,空,汇丰银行,中游,中游,空。,Industry: Financials.,Cyberwrite,Financials
第一类新闻,锂离子电池,高能正极材料,丰元股份,下游,中游,10亿元人民币,Industry: Materials,山东丰元锂能科技有限公司,Materials
第一类新闻,新能源汽车,空,恒大新能源汽车,"下游,,,中游",空,208.95亿港元,Industry: Industrials,本公司,Industrials
第一类新闻,新能源汽车,空,恒大新能源汽车,"下游,,,中游",空,208.95亿港元,Industry: Industrials,其他认购方,Industrials
第一类新闻,电子元器件,空,博实（苏州）智能科技有限公司,中游,下游,4396万元,Industry: Information Technology (IT),内蒙古通威硅能源有限公司,IT
第一类新闻,教育,乐高,学而思,下游,空,空。,Industry: CD (Consumer Discretionary),下游,CD
第一类新闻,电池,4680电池,空,空,中游,空。,Industry: Materials.,欣旺达,Materials
第一类新闻,城市客运枢纽,空,中工国际,中游,下游,9.45亿元,Industry: Industrials,YIHAI,Industrials
第一类新闻,钢结构,空,大地钢构,中游,下游,10.74亿元，1.27亿元。,Industry: Industrials.,万华物资,Industrials
第一类新闻,氢燃料电池,空,东风汽车股份有限公司,中游,"上游,中游,中游,中游,上游",空,Industry: Energy.,"东风商用车有限公司,国氢科技",Energy
第一类新闻,PCB系列产品,奥士康,英伟达,上游,空,空,Industry: Industrials.,中游,Industrials
第一类新闻,干线物流,换电产品,"宇通客车,,,空,,,",空,空,空。,Industry: Industrials.,下游,Industrials
第一类新闻,干线物流,换电产品,"宇通客车,,,空,,,",空,空,空。,Industry: Industrials.,空,Industrials
第一类新闻,干线物流,换电产品,"宇通客车,,,空,,,",空,空,空。,Industry: Industrials.,,Industrials
第一类新闻,电气元器件,空,南阳金冠智能开关有限公司,"中游,,,下游",空,订单金额：空,Industry: Industrials.,河南广盛建安建设工程有限公司,Industrials
第一类新闻,电气元器件,空,南阳金冠智能开关有限公司,"中游,,,下游",空,订单金额：空,Industry: Industrials.,河南锦冠电力工程有限公司,Industrials
第一类新闻,液化天然气（LNG）运输,空,沪东中华造船（集团）有限公司,上游,下游,33.3亿元,Industry: Energy,两家单船公司,Energy
第一类新闻,人工智能,Llama 2,联发科,上游,上游,空。,Industry: IT,Meta,IT
第一类新闻,新能源储存,空,普裕时代新能源科技有限公司,中游,中游,空,Industry: Energy.,浙江清华长三角研究院,Energy
第一类新闻,新能源汽车,空,亚太股份,中游,下游,空,Industry: Industrials,特斯拉,Industrials
第一类新闻,建筑业,安置房建设项目,浙江省二建建设集团有限公司,中游,下游,18.87亿元。,Industry: Industrials,中科瑞城设计有限公司,Industrials
第一类新闻,钢结构,空,精工钢构,中游,下游,9692万元,Industry: Industrials,长鸿高科集团,Industrials
第一类新闻,石油,柴油,奥地利石油公司,上游,中游,空,Industry: Energy.,慕尼黑储油站,Energy
第一类新闻,硅铁,空,云海金属,中游,下游,"173,867.44万元",Industry: Materials.,甘肃腾达西铁资源控股集团有限公司,Materials
第一类新闻,电子后视镜,空,伟时电子,中游,下游,空,Industry:IT,B公司,IT
第一类新闻,超低温压缩机,东贝集团,美的集团,下游,空,空。,Industry: Industrials,上游,Industrials
第一类新闻,二氧化碳回收项目,中国石油大庆石化公司,中交,下游,空,订单金额空,Industry:Materials,中游,Materials
第一类新闻,737飞机,Spirit AeroSystems Holdings Inc.,波音公司,下游,空,风险,Industry: Industrials.,中游,Industrials
第一类新闻,稀土,空,金力永磁,中游,上游,空。,Industry: Materials,中国稀土集团,Materials
第一类新闻,稀土,空,金力永磁,中游,上游,空。,Industry: Materials,北方稀土,Materials
第一类新闻,网络综合代维服务,空,中贝通信,中游,下游,7.44亿元。,Industry: IT,中国移动通信集团有限公司,IT
第一类新闻,汽车零部件,空,欣旺达,中游,中游,空,Industry:Industrials,理想汽车,Industrials
第一类新闻,EDA,空,上海合见工业软件集团有限公司,中游,中游,空。订单金额为：空。,Industry: IT,北京华大九天科技股份有限公司,IT
第一类新闻,房地产,空,我爱我家,中游,中游,空。,Industry: RealEstate,第四范式,RealEstate
第一类新闻,OLED电视面板,LG Display,三星电子,下游,200万块,空,Industry: IT.,中游,IT
第一类新闻,充电设备,空,森源电气,上游,下游,空,Industry: Industrials.,中国石化河南石油分公司,Industrials
第一类新闻,镍矿,空,BMU,中游,下游,$775.8万美元,Industry: Materials.,MSS,Materials
第一类新闻,专业订单系统,空,金证股份,中游,中游,空。,Industry: IT,中信建投证券,IT
第一类新闻,机械零部件,空,海锅股份,"中游,上游",空,小批量订单。,Industry: Industrials,"SKF,TIMKEN",Industrials
第一类新闻,尼龙6切片,空,神马股份,下游,上游,1.48亿元,Industry: Materials,中国平煤神马集团尼龙科技有限公司,Materials
