news_type,industry,product,provider,provider_location,buyer_location,bill,行业,buyer,category
第一类新闻,宽禁带半导体碳化硅衬底及外延片,,合盛硅业,上游,中游,,Industry: Materials,器件客户,Materials
第一类新闻,互动平台,,超图软件,中游,中游,,Industry: IT,阿里,IT
第一类新闻,MiniLED技术,直显产品,,,,,Industry: IT,芯瑞达,IT
第一类新闻,光业务单元,,中兴,中游,下游,,Industry: IT.,山西产互,IT
第一类新闻,火电分散控制系统（DCS）,,国电南自,中游,下游,,Industry: Energy,非洲厄立特里亚HIRGIGO电厂,Energy
第一类新闻,电子元器件,MLCC,,,中游,空。,Industry: Information Technology (IT),风华高科,IT
第一类新闻,碳捕获、利用与封存,,仕净科技,"中游公司,,,中游公司,,,下游公司,,,下游公司",,空。,Industry: Energy,济源创新科技集团有限公司,Energy
第一类新闻,碳捕获、利用与封存,,仕净科技,"中游公司,,,中游公司,,,下游公司,,,下游公司",,空。,Industry: Energy,河南济源钢铁（集团）有限公司,Energy
第一类新闻,碳捕获、利用与封存,,仕净科技,"中游公司,,,中游公司,,,下游公司,,,下游公司",,空。,Industry: Energy,华能沁北发电有限责任公司,Energy
第一类新闻,碳捕获、利用与封存,,仕净科技,"中游公司,,,中游公司,,,下游公司,,,下游公司",,空。,Industry: Energy,济源中联水泥有限公司,Energy
第一类新闻,BMS,,华塑科技,中游,上游,,Industry: Industrials,阿里,Industrials
第一类新闻,低碳数据中心,,中兴,中游,中游,,Industry: IT,光环新网,IT
第一类新闻,智能光伏储能,,中兴,中游,中游,,Industry: Energy.,光环新网,Energy
第一类新闻,智慧网络,,中兴,中游,中游,,Industry: IT,光环新网,IT
第一类新闻,昇腾AI计算产业,,中兴,中游,中游,,Industry: IT,光环新网,IT
第一类新闻,新型云计算业务,,中兴,中游,中游,,Industry: IT.,光环新网,IT
第一类新闻,光模块,,中天科技,上游,下游,,Industry: IT,关键客户,IT
第一类新闻,数字资产,拾元立方,积木堂（上海）信息技术有限公司,中游,下游,空。,Industry: Financials,联合利国数字版权交易平台,Financials
第一类新闻,数据中心业务,,浙大网新,中游,上游,空。,Industry: IT,阿里,IT
第一类新闻,B2B工业行业,,腾采科技,中游,上游,,Industry: Industrials.,企业微信,Industrials
第一类新闻,云计算,,阿里,中游,上游,,Industry: IT,杭州市,IT
第一类新闻,天然气,,北部湾油田群,上游,下游,,Industry: Energy,广西北海铁山港,Energy
第一类新闻,自动驾驶,征程系列芯片产品,地平线,上游,下游,,Industry: IT,奇瑞,IT
第一类新闻,移动芯片,,英特尔,中游,上游,,Industry: IT,ARM,IT
第一类新闻,国际货运代理,,华贸物流,中游,下游,8000万元。,Industry:Industrials,三星,Industrials
第一类新闻,IDC算力服务,,奥飞数据,中游,中游,,Industry: IT,阿里,IT
第一类新闻,IDC算力服务,,奥飞数据,中游,中游,,Industry: IT,腾讯,IT
第一类新闻,IDC算力服务,,奥飞数据,中游,中游,,Industry: IT,快手,IT
第一类新闻,IDC算力服务,,奥飞数据,中游,中游,,Industry: IT,360,IT
第一类新闻,IDC算力服务,,奥飞数据,中游,中游,,Industry: IT,金山,IT
第一类新闻,云服务,,奥飞数据,中游,中游,,Industry: IT,阿里,IT
第一类新闻,云服务,,奥飞数据,中游,中游,,Industry: IT,腾讯,IT
第一类新闻,云服务,,奥飞数据,中游,中游,,Industry: IT,快手,IT
第一类新闻,云服务,,奥飞数据,中游,中游,,Industry: IT,360,IT
第一类新闻,云服务,,奥飞数据,中游,中游,,Industry: IT,金山,IT
第一类新闻,电子元器件,英伟达,中电港,下游,,,Industry: Information Technology (IT),,IT
第一类新闻,超大规模算力中心建设,,昆仑万维,,,空，订单金额空。,Industry: IT.,阿里,IT
第一类新闻,电子元器件,,证通电子,中游,下游,2.63亿元,Industry: Information Technology (IT),中原大数据中心项目,IT
第一类新闻,数据库,ZnSQL,新炬网络,中游,下游,,Industry: IT,腾讯,IT
第一类新闻,光模块,,四川华拓,,买,,Industry: IT.,Tier 1设备商客户,IT
第一类新闻,光模块,,四川华拓,,买,,Industry: IT.,国内头部互联网公司,IT
第一类新闻,新能源汽车,无人驾驶新能源网约车,新能源整车企业,供应链位置为空,下游,订单金额为空。,Industry: Materials,滴滴自动驾驶,Materials
第一类新闻,汽车激光雷达视窗,视窗片,,水晶光电,上游,,Industry:Industrials,多家头部激光雷达客户,Industrials
第一类新闻,光模块,,东田微,上游,下游,,Industry: IT,广东瑞谷,IT
第一类新闻,光模块,,东田微,上游,下游,,Industry: IT,中科光芯,IT
第一类新闻,光模块,,东田微,上游,下游,,Industry: IT,储翰科技,IT
第一类新闻,医疗,AI大模型,创业慧康,"中游,下游",下游,,Industry: HealthCare,"浙大计算机创新技术研究院,浙江省智慧医疗创新中心",HealthCare
第一类新闻,种业,,蒙草生态,下游,下游,,Industry: Materials,新疆国兴农业发展集团有限公司,Materials
第一类新闻,网络传输产品,GreenPHY,北京君正,,下游,,Industry: IT,,IT
第一类新闻,信息技术服务,文心一言,软通动力,中游,中游,空。,Industry: IT,百度,IT
第一类新闻,智能汽车,征程系列芯片,科博达,下游,中游,空。,Industry: IT.,地平线,IT
第一类新闻,车载操作系统科技,,智己汽车,下游,中游,,Industry: IT,斑马智行,IT
第一类新闻,新能源产业,,山东能源集团,中游,中游,16亿元,Industry: Energy,水发集团,Energy
第一类新闻,车载操作系统,,智己汽车,中游,中游,,Industry: Information Technology (IT),斑马智行,IT
第一类新闻,电池级氢氧化锂,伟能锂业,天华新能,下游,,订单金额：空,Industry: Materials,,Materials
第一类新闻,高纯氢,,广州石化公司,上游,下游,订单金额：空,Industry: Energy,粤港澳大湾区,Energy
第一类新闻,风电,GW221-7.8MW-HH160m钢混塔筒,,,"下游,,,下游",62912万元,Industry: Energy.,昌图润航,Energy
第一类新闻,风电,GW221-7.8MW-HH160m钢混塔筒,,,"下游,,,下游",62912万元,Industry: Energy.,昌图润荣,Energy
第一类新闻,食品零售,,中百集团,,"下游,,,下游,,,下游,,,下游",空。,Industry: Consumer Discretionary (CD),多点,CD
第一类新闻,食品零售,,中百集团,,"下游,,,下游,,,下游,,,下游",空。,Industry: Consumer Discretionary (CD),美团,CD
第一类新闻,食品零售,,中百集团,,"下游,,,下游,,,下游,,,下游",空。,Industry: Consumer Discretionary (CD),饿了么,CD
第一类新闻,食品零售,,中百集团,,"下游,,,下游,,,下游,,,下游",空。,Industry: Consumer Discretionary (CD),京东,CD
第一类新闻,大屏显示,Micro LED,,中游,,,Industry: IT,利亚德,IT
第一类新闻,光电子元件,,宝馨科技,中游,下游,空。,Industry: IT,连云港宝馨光电科技有限公司,IT
第一类新闻,兽用生物制品,mRNA平台技术,申联生物,中游,上游,3000万元,Industry:HealthCare.,科锐迈德,HealthCare
第一类新闻,汽车智能化,,北汽,中游,中游,,Industry: IT,中兴,IT
第一类新闻,电力,,国网浙江省电力有限公司,中游,下游,空。,Industry: Energy,国网丽水供电公司,Energy
第一类新闻,医疗耗材及试剂,SPD精益化服务项目,塞力医疗,,,,Industry:HealthCare,重庆璧山区中医院,HealthCare
第一类新闻,汽车智能制造装备,,华昌达,上游,下游,空。,Industry: Industrials,华工科技,Industrials
第一类新闻,垂直客梯,远大博林特电梯,宝能集团,下游,,约定的订单金额未在新闻中提及。,Industry: Industrials,,Industrials
第一类新闻,高性能合金材料,,博威合金,"中游,,,中游,,,中游",,,Industry: Materials,特斯拉,Materials
第一类新闻,高性能合金材料,,博威合金,"中游,,,中游,,,中游",,,Industry: Materials,蔚来,Materials
第一类新闻,高性能合金材料,,博威合金,"中游,,,中游,,,中游",,,Industry: Materials,理想,Materials
第一类新闻,医疗器械,每通20K,国药控股,中游,下游,,Industry: HealthCare.,雅培制药,HealthCare
第一类新闻,ArF光刻胶,南大光电,,下游,,空。,Industry: Materials.,,Materials
第一类新闻,数据中心设备,,证通电子,中游,下游,2.63亿元,Industry: Information Technology (IT),中原大数据中心项目,IT
第一类新闻,汽车零部件,压力传感器,华工科技,中游,上游,批量化订单,Industry: Industrials.,头部汽车企业,Industrials
第一类新闻,PCB设计-制板-物料供应-焊接组装,,一博科技,上游,下游,9789.50万元,Industry: Industrials,珠海邑升顺,Industrials
第一类新闻,半导体,,ARM,中游,中游,,Industry: IT,合作伙伴,IT
第一类新闻,文化娱乐,IP一体化开发,智源研究院,中游,中游,,Industry: Communication Services,中文在线,Unknown
第一类新闻,短交通,,京东,中游,下游,100亿,Industry: Industrials.,九号,Industrials
第一类新闻,水轮发电机组,,浙富控股,上游,中游,2.379亿元,Industry: Energy,重庆白马航运发展有限公司,Energy
第一类新闻,差别化氨纶,,华峰化学,中游,下游,空。,Industry: Materials.,重庆氨纶建设,Materials
第一类新闻,数据中心交换机,CloudEngine 16800-X,中兴,,中游,空。,Industry: IT,,IT
第一类新闻,地图数据,,腾讯,中游,下游,,Industry: IT,Unity中国,IT
第一类新闻,车载AI芯片,,地平线,中游,上游,,Industry: IT,大众,IT
第一类新闻,AI,,携程集团,中游,中游,,Industry: IT,亚马逊,IT
第一类新闻,轮胎,Ventus S1 evo3 ev,韩泰轮胎,中游,下游,,Industry: Industrials,零跑,Industrials
第一类新闻,芯片,,慧博云通,中游,上游,,Industry: IT,中兴,IT
第一类新闻,高精度定位服务,,中国移动,上游,下游,空。,Industry: Telecom,广和通,Telecom
第一类新闻,综合金融业务,,中国移动,中游产业链,中游产业链,,Industry: Financials,中信集团,Financials
第一类新闻,通信服务和信息化解决方案,,中国移动,中游产业链,中游产业链,,Industry: Telecom,中信集团,Telecom
第一类新闻,“连接+算力+能力”新型信息服务体系行业赋能,,中国移动,中游产业链,中游产业链,,Industry: IT,中信集团,IT
第一类新闻,用户、渠道与营销领域方面的优势互惠互补,,中国移动,中游产业链,中游产业链,,Industry:Marketing,中信集团,Unknown
第一类新闻,数字化服务,,阿里,,,空。,Industry: IT,昆仑数智,IT
第一类新闻,数字化服务,,阿里,,,空。,Industry: IT,朗新科技,IT
第一类新闻,数字化服务,,阿里,,,空。,Industry: IT,千方科技,IT
第一类新闻,数字化服务,,阿里,,,空。,Industry: IT,中金财富,IT
第一类新闻,数字化服务,,阿里,,,空。,Industry: IT,石基集团,IT
第一类新闻,数字化服务,,阿里,,,空。,Industry: IT,用友网络,IT
第一类新闻,数字化服务,,阿里,,,空。,Industry: IT,亚信科技,IT
第一类新闻,半导体材料,,江苏三晶半导体材料有限公司,中游,下游,,Industry: Materials.,中芯国际,Materials
第一类新闻,汽车,,万达,中游,上游,,Industry: Industrials,高合汽车,Industrials
第一类新闻,锂电负极胶,,回天新材,上游,下游,,Industry: Materials,多家客户,Materials
第一类新闻,汽车零部件,感应传感器接口集成电路,安森美,上游,下游,空。,Industry: Industrials,海拉,Industrials
第一类新闻,等速驱动轴,,远东传动,中游,下游,空。,Industry: Industrials.,上汽,Industrials
第一类新闻,等速驱动轴,,远东传动,中游,下游,空。,Industry: Industrials.,江铃,Industrials
第一类新闻,通信单元产品,,西力科技,中游，中游，中游，中游,上游，上游，上游，上游,6000万元,Industry: Telecom.,国网四川省电力公司，国网安徽省电力有限公司，国网陕西省电力有限公司，国网湖南省电力有限公司,Telecom
第一类新闻,电能计量箱产品,,浙江西力智能科技有限公司,中游，中游，中游,上游，上游，上游,4100万元,Industry: Industrials,国网浙江省电力有限公司,Industrials
第一类新闻,石油,,泰山石油,上游,下游,,Industry: Energy.,岱岳新城资产运营有限公司,Energy
第一类新闻,AI,,英特尔,上游,下游,,Industry: IT,波士顿咨询公司,IT
第一类新闻,数据安全,,普华永道,中游,下游,,Industry: IT,奇安信,IT
第一类新闻,药品,DKX-DDCI-01L05项目,博济医药,中游,下游,5350万元。,Industry:HealthCare,重庆迪康尔乐制药有限公司,HealthCare
第一类新闻,半导体,模拟平台,阿斯麦,中游,中游,,Industry: IT,VMS Solutions,IT
第一类新闻,建筑工程,EPC工程总承包,,,,2023年7月,Industry: Industrials,西安航天基地西曹村、兆寨村、中兆村安置小区项目（二期）II标段EPC总承包,Industrials
第一类新闻,锂电池,,江西赣锋锂电科技股份有限公司,中游,下游,不超过60亿元人民币,Industry: Materials,土默特左旗人民政府,Materials
第一类新闻,建筑及市政公用工程,,宏景科技,,,,Industry: Industrials.,北京建工集团（广州）建设有限公司,Industrials
第一类新闻,药品,NHKC-1,"阳光诺和,,,昂利康",上游,,,Industry: HealthCare.,,HealthCare
第一类新闻,药品,NHKC-1,"阳光诺和,,,昂利康",上游,,,Industry: HealthCare.,,HealthCare
第一类新闻,盐化工,,"山东海化,,,空,,,空",中游,,9亿元,Industry: Materials,,Materials
第一类新闻,电子元器件,,超捷股份,中游,上游,,Industry: Information Technology (IT),特斯拉,IT
第一类新闻,环保,城污水管网改造建设项目工程总承包合同,中联宏信勘察设计有限公司,中游,下游,贰亿伍佰捌拾陆万伍仟捌佰捌拾陆元整。,Industry: Materials.,武定县城市建设开发投资有限公司,Materials
第一类新闻,综合能源,,联美控股,上游,下游,,Industry: Energy,中山市翠亨新区,Energy
第一类新闻,锂电池,,威马汽车集团有限公司,中游,中游,空。,Industry: Materials,中国诚通生态有限公司,Materials
第一类新闻,建筑工程,,龙元建设,下游,中游,3.85亿元。,Industry: Industrials,中标中国（宁波）跨境贸易数智枢纽港项目（二期）,Industrials
第一类新闻,光伏发电,,粤水电能源有限公司,中游,下游,7757.39万元。,Industry: Energy.,天津市腾源畜牧养殖有限公司,Energy
第一类新闻,液冷技术,整机柜产品,,,,,Industry: Industrials,神州数码,Industrials
第一类新闻,风力发电,,粤水电公司,中游,下游,,Industry: Energy,云南省大理白族自治州云龙县人民政府,Energy
第一类新闻,海上风电,海缆,中标公司：东方电缆,供货公司产业链位置：中游,收货公司产业链位置：下游,订单金额：7.24亿元。,Industry: Energy.,收货公司：广西防城港海上风电示范项目A场址、华能岱山1号海上风电项目、三峡能源山东分公司牟平BDB6#一期,Energy
第一类新闻,政府行业信息化建设,,普元信息,下游,上游,,Industry: IT,浪潮科技,IT
第一类新闻,电池隔膜,SKIET,欣旺达,下游,,空。,Industry: Materials.,,Materials
第一类新闻,交通运输,私家车,香港特区政府,下游,中游,,Industry: Industrials,粤港政府,Industrials
第一类新闻,光伏发电,,华光环保能源（西安）设计研究院有限公司,中游,下游,5.36亿元。,Industry: Energy,峨山鑫能光伏发电有限公司,Energy
第一类新闻,建设,,上海市浦东新区建设（集团）有限公司,中游,中游,166057.7467万元。,Industry: Industrials,上海浦东路桥（集团）有限公司,Industrials
第一类新闻,资本项目,,安瑟顾问公司,中游,中游,,Industry: Financials,埃森哲,Financials
第一类新闻,IGBT模块,,天龙股份,上游,下游,,Industry: Industrials,翠展微电子,Industrials
第一类新闻,电气化产品和工业自动化系统,NACS连接器,ABB集团,上游,下游,,Industry: Industrials,特斯拉,Industrials
第一类新闻,石化,乙烯装置,中国寰球,中游,下游,46.58亿元人民币。,Industry: Materials,广西石化,Materials
第一类新闻,电缆,,Blink,中游,中游,,Industry: Industrials,特斯拉,Industrials
第一类新闻,新一代网络与信息基础设施,,中国移动,中游,下游,,Industry: IT,天津市政府,IT
第一类新闻,数字政府建设,,中国移动,中游,下游,,Industry: IT,天津市政府,IT
第一类新闻,5G技术,,中国移动,中游,下游,,Industry: Telecom.,天津市政府,Telecom
第一类新闻,智慧城市,,中国移动,中游,下游,,Industry: IT,天津市政府,IT
第一类新闻,智能制造,,中国移动,中游,下游,,Industry: Industrials,天津市政府,Industrials
第一类新闻,数智化服务,,中国移动,中游,下游,,Industry: IT,天津市政府,IT
第一类新闻,电动汽车电池,,松下,中游,中游,,Industry: Materials.,斯巴鲁,Materials
第一类新闻,数字广告,,PubMatic,上游,下游,,Industry: IT,爱奇艺国际版,IT
第一类新闻,屏蔽门系统,,方大智源科技股份有限公司,"中游,,,中游,,,中游","下游,,,下游,,,下游",6.18亿元,Industry: Industrials.,新加坡地铁CRL152项目,Industrials
第一类新闻,屏蔽门系统,,方大智源科技股份有限公司,"中游,,,中游,,,中游","下游,,,下游,,,下游",6.18亿元,Industry: Industrials.,苏州市轨道交通8号线,Industrials
第一类新闻,屏蔽门系统,,方大智源科技股份有限公司,"中游,,,中游,,,中游","下游,,,下游,,,下游",6.18亿元,Industry: Industrials.,西安市地铁15号线一期,Industrials
第一类新闻,数控机床,,宇环数控,中游,下游,1.46亿元。,Industry: Industrials,捷普成都,Industrials
第一类新闻,功能糖产品,,保龄宝,中游,下游,,Industry: HealthCare,可口可乐,HealthCare
第一类新闻,能源,,埃克森美孚,中游,中游,,Industry: Energy,阿里,Energy
第一类新闻,电子元器件,英特尔芯片,,英特尔,,空。,Industry: Information Technology (IT),德国财长,IT
第一类新闻,芯片,,塔塔汽车,中游,下游,,Industry: IT,捷豹路虎,IT
第一类新闻,液化天然气,,新加坡公司,下游,上游,,Industry: Energy,卡塔尔公司,Energy
第一类新闻,OLED显示系统,,三星,上游,中游,空。,Industry: IT,现代汽车,IT
第一类新闻,三元前驱体,芳源股份,盟固利,下游,,5000-10000吨,Industry: Materials.,,Materials
第一类新闻,新能源产业,,国网山东省电力公司泰安供电公司,中游,下游,空。,Industry: Energy.,泰山石油,Energy
第一类新闻,智能汽车第三代E/E架构,,欧冶半导体,供应链位置未确定,供应链位置未确定,,Industry: IT,AutoCore,IT
第一类新闻,半导体材料,光刻胶,,,,,Industry: Materials,中芯国际,Materials
第一类新闻,半导体材料,光刻胶,,,,,Industry: Materials,华虹集团,Materials
第一类新闻,半导体材料,光刻胶,,,,,Industry: Materials,长江存储,Materials
第一类新闻,半导体材料,光刻胶,,,,,Industry: Materials,长鑫存储,Materials
第一类新闻,车用照明,VC1汽车尾灯发光板,得邦车用照明,下游,上游,1.8亿元,Industry:Industrials,马瑞利汽车照明系统（芜湖）,Industrials
第一类新闻,网络服务,,宜通世纪,中游,下游,12.8亿元。,Industry: IT,中国移动,IT
第一类新闻,锂电池,标的土地,亿纬锂能,中游,上游,1.64亿令吉,Industry: Materials,PKL,Materials
第一类新闻,生产准备物资,吸附剂、惰性填料,蓝晓科技,中游,下游,6222万元,Industry: Industrials,国投罗钾公司,Industrials
第一类新闻,高纯氮气,,蜀道装备公,中游,中游,560.18万元。,Industry: Materials.,四川蜀能矿产有限责任公司,Materials
第一类新闻,基因测序和芯片解决方案,,因美纳,中游,中游,,Industry:HealthCare,红杉中国,HealthCare
第一类新闻,创新传感器方案,,荣耀,中游,下游,空。,Industry: IT.,汇顶科技,IT
第一类新闻,电子控制单元,,富士康,中游,下游,空。订单金额为：空。,Industry: IT,特斯拉,IT
第一类新闻,铝系锂吸附剂材料,,麻米措矿业,下游,上游,8792万元,Industry: Materials.,久吾高科全资子公司西藏久吾,Materials
第一类新闻,钢铁,,力拓,中游,上游,,Industry: Materials,中国宝武钢铁集团,Materials
第一类新闻,储能液冷机组,江淮松芝空调有限公司,阳光电源股份有限公司,上游,,40kW。,Industry: Energy.,,Energy
第一类新闻,机器视觉,,高德红外,"上游,中游","中游,下游",,Industry: IT.,知名机器视觉相关企业,IT
第一类新闻,等速驱动轴,,万向钱潮,中游,下游,,Industry: Industrials.,特斯拉,Industrials
第一类新闻,辅料,SNAC,,,中游,,Industry: Materials,普利制药,Materials
第一类新闻,智能机器人,RV/谐波减速器轴承项目,光洋股份,中游,下游,,Industry: IT,客户公司,IT
第一类新闻,BIPV玻璃,,秀强股份,,,,Industry: Materials.,隆基,Materials
第一类新闻,BIPV玻璃,,秀强股份,,,,Industry: Materials.,晶科,Materials
第一类新闻,BIPV玻璃,,秀强股份,,,,Industry: Materials.,东方日升,Materials
第一类新闻,BIPV玻璃,,秀强股份,,,,Industry: Materials.,海螺水泥,Materials
第一类新闻,BIPV玻璃,,秀强股份,,,,Industry: Materials.,天合,Materials
第一类新闻,BIPV玻璃,,秀强股份,,,,Industry: Materials.,嘉盛,Materials
第一类新闻,水泥,,冀东水泥,中游,下游,500万吨。,Industry: Materials,雄安新区,Materials
第一类新闻,高阻隔透明背板,,回天新材,下游,中游,,Industry: Materials,标杆客户,Materials
第一类新闻,生态治理,,宁波市政工程建设集团股份有限公司,中游,下游,2.39亿元,Industry: Materials,北京建工环境修复股份有限公司,Materials
第一类新闻,钢铁,,中国宝武钢铁集团,中游,下游,,Industry: Materials,劳力士,Materials
第一类新闻,光器件,800G光模块,,,中游,,Industry: IT,天孚通信,IT
第一类新闻,晶圆,N3E,,,"中游,,,中游",订单金额：空,Industry: IT,高通,IT
第一类新闻,晶圆,N3E,,,"中游,,,中游",订单金额：空,Industry: IT,联发科,IT
第一类新闻,银行业,,瑞士信贷,下游,上游,,Industry:Financials,瑞银,Financials
第一类新闻,内容安全,,东方通,中游,下游,空。,Industry:IT,中国电信,IT
第一类新闻,环保,,顺控环境投资有限公司,中游,中游,空。,Industry: Materials.,北京京城环保股份有限公司,Materials
第一类新闻,环保,,顺控环境投资有限公司,中游,中游,空。,Industry: Materials.,天津首诚环保科技合伙企业（有限合伙）,Materials
第一类新闻,激光雷达,,禾赛科技,中游,下游,,Industry: Industrials.,英伟达,Industrials
第一类新闻,慈善,,,,,,Industry: CS (Corporate Social Responsibility),100家慈善组织,CS
第一类新闻,垃圾处理,垃圾渗滤液、洁净水处理系统运维服务,天源环保,中游,下游,1226.11万元。,Industry:Utilities.,中电环保,IT
第一类新闻,休闲食品,湘卤风味休闲食品智能生产项目,劲仔食品公司,中游,下游,,Industry: Consumer Staples (CS),湖南咚咚,CS
第一类新闻,食品,湘卤风味休闲食品智能生产项目,湖南咚咚,中游,下游,,Industry: CD,平江县人民政府,CD
第一类新闻,配网设备,,苏州科陆东自电气有限公司,中游,下游,1.22亿元。,Industry: Utilities,南方电网,IT
第一类新闻,建筑业,,建泰建设,中游,下游,6.07亿元。,Industry: Industrials,华发,Industrials
第一类新闻,云服务,,推特,下游,上游,,Industry: IT,Google Cloud,IT
第一类新闻,光伏,,深圳港集团,下游,中游,空。,Industry: Energy,深圳能源集团,Energy
第一类新闻,建筑业,华发北围 45-46T 项目,维业股份全资子公司,下游,上游,6.1亿元。,Industry: Industrials,华发,Industrials
第一类新闻,水泥,,中国铁物,中游,下游,,Industry:Materials,天山股份,Materials
第一类新闻,游戏行业,,智度股份,中游,上游,,Industry: IT,中兴,IT
第一类新闻,土壤修复,,建工修复,中游,下游,9263万元,Industry: Materials.,灌云县燕尾港工业园区,Materials
第一类新闻,天然气,,俄罗斯,上游,下游,,Industry:Energy,亚美尼亚,Energy
第一类新闻,外协件,,上海元通座椅系统有限公司,中游,中游,641.04万元。,Industry: Industrials.,,Industrials
第一类新闻,生物制药,,河北开放大学,中游,上游,,Industry: HealthCare,华药集团,HealthCare
第一类新闻,散货船,恒力造船（大连）有限公司,海易公司,上游,,10艘8.2万吨，订单金额未知。,Industry: Industrials,,Industrials
第一类新闻,新能源车产业链,宁德时代,"施罗德国际精选基金中国A,,,施罗德国际精选基金大中华A,,,施罗德国际精选基金中国机遇","上游,,,上游,,,上游",,增持80%。每只基金持有宁德时代的总股数不确定，因此订单金额不确定。,Industry: Industrials.,,Industrials
第一类新闻,新能源车产业链,宁德时代,"施罗德国际精选基金中国A,,,施罗德国际精选基金大中华A,,,施罗德国际精选基金中国机遇","上游,,,上游,,,上游",,增持80%。每只基金持有宁德时代的总股数不确定，因此订单金额不确定。,Industry: Industrials.,,Industrials
第一类新闻,新能源车产业链,宁德时代,"施罗德国际精选基金中国A,,,施罗德国际精选基金大中华A,,,施罗德国际精选基金中国机遇","上游,,,上游,,,上游",,增持80%。每只基金持有宁德时代的总股数不确定，因此订单金额不确定。,Industry: Industrials.,,Industrials
第一类新闻,芯片,Deep Edge10,云天励飞,上游,中游,,Industry: IT,相关合作方,IT
第一类新闻,农村水系综合整治项目,,中交,中游，牵头人,下游,5.26亿元。,Industry: Materials,鄂州市梁子湖区城市建设投资有限公司,Materials
第一类新闻,光伏电池,ABC组件,爱旭股份,中游,下游,订单金额：空,Industry: Energy.,LIBRA,Energy
第一类新闻,原油,,伊拉克,上游,下游,200万桶。,Industry: Energy,黎巴嫩,Energy
第一类新闻,谷歌云服务,,推特,上游,下游,空。,Industry: IT,谷歌云服务,IT
第一类新闻,风力发电,,东南粤水电投资有限公司,中游,,约90亿元。,Industry: Energy,云南省丽江市人民政府,Energy
第一类新闻,新能源,光储充换场站,金冠股份,上游,中游,14亿元。,Industry: Energy,俄罗斯,Energy
第一类新闻,稀土,,中国稀土集团,中游,下游,,Industry: Materials,四川省自然资源投资集团,Materials
第一类新闻,AI设计创新,,杰恩设计,中游,中游,,Industry: IT.,哈工大（深圳）,IT
第一类新闻,铜冶炼,,中色印尼公司,下游,下游,1.05亿美元。,Industry: Materials.,十五冶印尼公司,Materials
第一类新闻,网络综合代维服务,,长实通信,中游,下游,19.81亿元。,Industry: IT,中国移动,IT
第一类新闻,车用照明,S311车大灯ECU,得邦车用照明,中游,下游,8100万元人民币,Industry: Industrials,湖北华中马瑞利汽车照明有限公司,Industrials
第一类新闻,园林景观,海淀区南旱河滨水慢行景观提升工程,乾景园林公司,中游,下游,9438.67万元人民币,Industry: RealEstate.,北京金河水务建设集团有限公司,RealEstate
第一类新闻,新能源,,润海新能源有限公司,中游,中游,,Industry: Energy,TÜV南德意志集团,Energy
第一类新闻,辅料,SNAC,普利制药,中游,下游,,Industry: Materials,,Materials
第一类新闻,新能源,太阳能电池、储能变流器及储能系统集成,,,,116亿元。,Industry: Energy,天宸股份,Energy
第一类新闻,超声波滚焊机,,骄成超声,上游,下游,,Industry: Industrials.,宁德时代,Industrials
第一类新闻,锂,,沙特公司,中游,下游,空。,Industry: Materials,宝马,Materials
第一类新闻,白酒,"酱香型白酒,清香型白酒",怡亚通,中游,下游,,Industry: Consumer Discretionary (CD),怡亚通,CD
第一类新闻,汽车和手机生态,,极星汽车,中游,下游,,Industry: IT.,魅族,IT
第一类新闻,机械设备,振动筛、给料机、破碎机、PC构件等系列产品,威领股份,"中游,中游",,3000万元,Industry: Industrials,"鞍山鞍重,辽宁鞍重",Industrials
第一类新闻,建筑材料,厂外补给水管道材料,东宏股份,下游,下游,1.19亿元,Industry: Materials,博兴公司,Materials
第一类新闻,海上风电,,大烨智能,中游,下游,8.54亿元,Industry: Energy,海上风电安装业主单位、风机供应商及施工总包单位,Energy
第一类新闻,重结晶碳化硅,,扬州力泰新材料科技有限公司,下游,上游,4500万元,Industry: Materials.,凯龙高科,Materials
第一类新闻,制鞋,,苏美达所属技术公司,中游,下游,,Industry: Consumer Discretionary (CD),意尔康股份有限公司,CD
第一类新闻,矿石轨道车,,Gemco Rail,中游,下游,1.5亿澳元。,Industry: Industrials,力拓,Industrials
第一类新闻,车险分期,,普洛斯产融科技,上游,下游,"2.14亿元,,,",Industry: Financials.,联合保险公司等金融机构,Financials
第一类新闻,电池,,亿纬锂能,中游,下游,10GWh。,Industry: Materials.,Powin,Materials
第一类新闻,智慧能源,储能系统设备,金盘科技,中游,下游,"10,870万元。",Industry: Energy.,厦门东源新能源科技有限公司,Energy
第一类新闻,乘用车,"汉EV, 元PLUS EV, 海豚",比亚迪,中游,,,Industry: Consumer Discretionary (CD),Andor,CD
第一类新闻,电子元器件,,公司名称: 英伟达,产业链位置: 上游,产业链位置: 下游,订单金额: 空,Industry: IT,公司名称: 首都在线,IT
第一类新闻,旅游,,凯撒世嘉控股集团,下游,上游,,Industry: RealEstate,农商银行发展联合会,RealEstate
第一类新闻,数据,,恒丰银行,中游,中游,,Industry: IT,上海数交所,IT
第一类新闻,房地产,,美力科技,中游,中游,1.17亿元,Industry: RealEstate,新昌县七星街道办事处,RealEstate
第一类新闻,外汇,,土耳其央行,中游,中游,,Industry: Financials.,私人银行,Financials
第一类新闻,数字经济,,中国移动,上游,下游,,Industry: IT,青海省政府,IT
第一类新闻,汽车,"汉EV, 元PLUS EV, 海豚",比亚迪,上游,下游,,Industry: Industrials,Andor,Industrials
