news_type,industry,product,provider,buyer,provider_location,buyer_location,bill
第一类新闻,用餐、差旅、打车,空,美团,空,中游,中游,空
第一类新闻,汽车,空,华为,"赛力斯,,,奇瑞,,,江淮",中游,下游,空
第一类新闻,清洁能源装备,空,上海电气电站集团,中煤招标有限责任公司,中游,下游,百亿元。
第一类新闻,汽车,空,赛力斯汽车,华为,中游,上游,空
第一类新闻,DFBP,空,新瀚新材,空,上游,中游,空
第一类新闻,AI算力,空,鑫煜科技,星临科技,中游,中游,"300,000,000"
第一类新闻,空,空,杰创智能,"腾讯,,,网易",下游,空,空
第一类新闻,汽车,空,赛力斯集团,华为,中游,中游,空
第一类新闻,大圆柱电池,亿纬锂能,空,中游,空,空,量产交付。
第一类新闻,空,空,华录集团,中国电子科技集团有限公司,中游,上游,空
第一类新闻,自由贸易,空,上海自贸试验区,海南自贸港,中游,中游,空
第一类新闻,金融信托,空,中海信托,中国信托登记有限责任公司,下游,上游,空
第一类新闻,光伏玻璃,空,陕西拓日新能源科技有限公司,空,下游,空,空
第一类新闻,空,整车需求管理、电子电气生命周期管理平台ELM、计算机辅助设计CAD、计算机辅助分析CAE、基于模型的系统工程MBSE、电子电气E/E、智能网联、数字化制造平台、制造运营管理MOM平台、工业云平台、产品数字孪生、生产数字孪生、运营数字孪生,西门子数字化工业软件,一汽解放汽车有限公司,中游,上游,空
第一类新闻,水环境综合治理项目,空,天源环保公司,"""泸江河及支流（建水段）水环境综合治理项目（一期）勘察设计施工总承包（EPC）""公司",中游,中游,1.31亿元。
第一类新闻,空,空,世茂集团,美元债债权人小组及协调委员会的顾问,空,空,空
第一类新闻,汽车智能座舱,空,魅族,领克汽车销售有限公司,中游,空,空
第一类新闻,AI技术,NLP大模型技术、Diffusion架构技术的多模态大模型技术,润和软件,不确定,中游,空,空。
第一类新闻,AI技术,空,北信源公司,百度,中游,下游,空
第一类新闻,零售业信息系统软件和收银机、自助机等硬件产品,石基信息,武商集团,下游,上游,空,||
第一类新闻,汽车,空,东风,东风风神,上游,中游,11435
第一类新闻,人工智能,空,燧原科技,弘信电子,中游,下游,空。
第一类新闻,盐湖提锂、高盐水资源化利用,离子交换树脂,倍杰特,江苏苏青水处理工程集团有限公司,上游,下游,空
第一类新闻,空,空,力合科技,中国移动,中游,下游,空
第一类新闻,汽车,空,中石化易捷,重庆长安新能源汽车科技有限公司,下游,下游,空。
第一类新闻,汽车,空,中石化易捷,重庆长安新能源汽车科技有限公司,上游,下游,空。
第一类新闻,聚乳酸,海正生材,海诺尔,下游,上游,空,空
第一类新闻,汽车检测业务,空,空,空,空,空,空
第一类新闻,高端电子材料,空,联瑞新材,空,中游,下游,空
第一类新闻,食品,芝士卷,海欣食品,东方甄选直播平台,中游,下游,空
第一类新闻,半导体,空,艾为电子,空,中游,空,空。
第一类新闻,华为及华为云产品,空,英方软件,空,上游,中游,空
第一类新闻,AI科普,空,中信出版,空,上游,空,空
第一类新闻,MicroOLED,空,三星电子,三星显示器,中游,下游,空
第一类新闻,司法业务领域,空,广发银行,"北京华宇信息技术有限公司,,,北京华宇九品科技有限公司","下游,,,下游",空,空
第一类新闻,5G基站设备,空,建采供应链,空,下游,买,3.96亿元。
第一类新闻,车载系统,空,松下,"亚马逊,,,Stellantis",空,空,空
第一类新闻,光刻胶材料,空,瑞联新材,空,下游,空,
第一类新闻,环保,渗滤液、洁净水处理系统,天源环保,商丘环保,中游,下游,3678.32万。
第一类新闻,压力测试膜,空,乐凯新材,京东方,中游,下游,空
第一类新闻,电池,空,宁德时代,现代汽车,中游,下游,10亿美元。
第一类新闻,智能算法,空,天娱数科,空,上游,空,空
第一类新闻,快递物流,空,联邦快递集团,联合包裹,中游,中游,空
第一类新闻,软件,ChatGPT,空,OpenAI,空,中游,空。
第一类新闻,康养服务,空,物产中大集团,绿城中国,中游,中游,空
第一类新闻,空,空,苹果国际运营有限公司,苹果公司,中游,上游,订单金额：693亿美元
第一类新闻,信息安全,空,北信源,华为,中游,中游,空
第一类新闻,高纯太阳能超薄单晶硅片,空,TCL中环,空,中游,空,138亿元
第一类新闻,TOPCon高效太阳能电池,空,TCL中环,空,中游,空,138亿元
第一类新闻,铝,空,云海金属,南京云开合金有限公司,中游,下游,空。
第一类新闻,数字产业,空,奇安信,软通动力,中游,中游,空
第一类新闻,负极材料,空,安徽科达锂电装备有限公司,重庆科达新能源材料有限公司,中游,下游,空。
第一类新闻,污水处理,空,"创业环保,,,中标污水处理厂",空,"上游,,,空",2.72元/吨水,合作期限30年。
第一类新闻,宽禁带半导体碳化硅衬底及外延片,空,合盛硅业,下游器件客户,上游,中游,空
第一类新闻,互动平台,空,超图软件,阿里云,中游,中游,空
第一类新闻,空,空,海南电网公司,中国移动海南公司,下游,中游,空。
第一类新闻,硅碳负极材料,硅宝科技,数家电池厂商,空,空,小批量,空
第一类新闻,半导体光刻胶,空,久日新材,空,上游,中游,空
第一类新闻,28G毫米波有源相控阵天线,空,盛路通信,空,中游,空,空
第一类新闻,空,空,思特奇,中国中小企业协会,中游,下游,空
第一类新闻,工程施工,空,空,空,上游,下游,97.14亿元
第一类新闻,电力,空,长江电力,空,上游,下游,订单金额：空
第一类新闻,MiniLED技术,直显产品,空,芯瑞达,空,空,空
第一类新闻,光业务单元,空,华为,中国联通,中游,下游,空
第一类新闻,火电分散控制系统（DCS）,空,国电南自,非洲厄立特里亚HIRGIGO电厂,中游,下游,空
第一类新闻,电子元器件,MLCC,空,风华高科,空,中游,空。
第一类新闻,碳捕获、利用与封存,空,仕净科技,"济源创新科技集团有限公司,,,河南济源钢铁（集团）有限公司,,,华能沁北发电有限责任公司,,,济源中联水泥有限公司","中游公司,,,中游公司,,,下游公司,,,下游公司",空,空。
第一类新闻,BMS,空,华塑科技,阿里巴巴数据中心,中游,上游,空
第一类新闻,低碳数据中心,空,华为技术有限公司,光环新网,中游,中游,空
第一类新闻,智能光伏储能,空,华为技术有限公司,光环新网,中游,中游,空
第一类新闻,智慧网络,空,华为技术有限公司,光环新网,中游,中游,空
第一类新闻,鲲鹏,空,华为技术有限公司,光环新网,中游,中游,空
第一类新闻,昇腾AI计算产业,空,华为技术有限公司,光环新网,中游,中游,空
第一类新闻,新型云计算业务,空,华为技术有限公司,光环新网,中游,中游,空
第一类新闻,光模块,空,中天科技,关键客户,上游,下游,空
第一类新闻,碳化硅,空,炬光科技,空,上游,空,空
第一类新闻,空,空,洲明科技,微软,中游,中游,空。
第一类新闻,数字资产,拾元立方,积木堂（上海）信息技术有限公司,联合利国数字版权交易平台,中游,下游,空。
第一类新闻,数据中心业务,空,浙大网新,阿里巴巴集团,中游,上游,空。
第一类新闻,锂电,空,埃夫特,空,中游,空,空
第一类新闻,减震器,空,正裕工业,空,下游,空,空。
第一类新闻,B2B工业行业,空,腾采科技,企业微信,中游,上游,空
第一类新闻,小龙虾,"欧厚喜,,,叮咚买菜,,,盱眙县","下游,,,上游,,,中游",空,空,空,空
第一类新闻,空,空,蓝色光标,微软广告,中游,上游,空。
第一类新闻,空,流量购买、产品推广、办公协作,掌趣科技,字节跳动,中游,中游,空
第一类新闻,电子元器件,纳米镀膜技术,菲沃泰,空,中游,空,空。
第一类新闻,云计算,空,阿里云,杭州市,中游,上游,空
第一类新闻,天然气,空,北部湾油田群,广西北海铁山港,上游,下游,空
第一类新闻,GPU算力,空,航锦科技,空,上游,中游,空
第一类新闻,自动驾驶,征程系列芯片产品,地平线,奇瑞汽车,上游,下游,空
第一类新闻,移动芯片,空,英特尔,ARM,中游,上游,空
第一类新闻,电力,空,国网江苏省电力有限公司,空,中游,空,1万亿千瓦时。
第一类新闻,国际货运代理,空,华贸物流,三星数据系统（中国）有限公司深圳分公司,中游,下游,8000万元。
第一类新闻,服务器,空,闻泰科技,空,中游,空,订单金额空。
第一类新闻,IDC算力服务,空,奥飞数据,"阿里,,,腾讯,,,快手,,,360,,,金山",中游,中游,空
第一类新闻,云服务,空,奥飞数据,"阿里,,,腾讯,,,快手,,,360,,,金山",中游,中游,空
第一类新闻,电子元器件,英伟达,中电港,上游,下游,空,空
第一类新闻,空,空,英特尔,中国客户和合作伙伴,上游,下游,空
第一类新闻,数字化服务,钉钉,空,空,中游,空,空
第一类新闻,超大规模算力中心建设,空,昆仑万维,阿里云,空,空,空，订单金额空。
第一类新闻,电子元器件,空,证通电子,中原大数据中心项目[河南人工智能产研创新中心],中游,下游,2.63亿元
第一类新闻,空,淘宝,天猫,中游,中游,空,空
第一类新闻,化工产品,空,隆基绿能,空,上游,中游,空
第一类新闻,空,空,值得买,大模型公司,中游,上游,空。
第一类新闻,数据库,ZnSQL,新炬网络,腾讯云,中游,下游,空
第一类新闻,空,空,欧昊电力公司,广东中梁,中游,中游,2.18亿元。
第一类新闻,干线物流货运,空,滴滴自动驾驶,空,中游,中游,1亿元
第一类新闻,光模块,空,四川华拓,"Tier 1设备商客户,,,国内头部互联网公司",生产商,买,空
第一类新闻,新能源汽车,无人驾驶新能源网约车,新能源整车企业,滴滴自动驾驶,供应链位置为空,下游,订单金额为空。
第一类新闻,汽车激光雷达视窗,视窗片,空,多家头部激光雷达客户,水晶光电,上游,空
第一类新闻,光模块,空,东田微,"广东瑞谷,,,中科光芯,,,储翰科技",上游,下游,空
第一类新闻,医疗,AI大模型,创业慧康,"浙大计算机创新技术研究院,浙江省智慧医疗创新中心","中游,下游",下游,空
第一类新闻,云计算,空,盛天网络,空,上游,空,空
第一类新闻,空,招标咨询,甘肃省招标咨询集团,西安建设工程交易中心有限公司,空,空,空
第一类新闻,新能源汽车,空,上汽集团,空,中游,空,空
第一类新闻,种业,空,蒙草生态,新疆国兴农业发展集团有限公司,下游,下游,空
第一类新闻,空,新能源汽车,宁德时代,58同城,中游,中游,空
第一类新闻,网络传输产品,GreenPHY,北京君正,客户,空,下游,空
第一类新闻,锂离子电池负极材料,空,国轩高科,空,上游,中游,空
第一类新闻,信息技术服务,文心一言,软通动力,百度,中游,中游,空。
第一类新闻,半导体产业链,空,"北方华创,,,拓荆科技",空,上游,上游,空。
第一类新闻,工矿业智能装备与系统,TDS产品,空,空,空,煤炭和矸石分离,空
第一类新闻,智能汽车,征程系列芯片,科博达,地平线,下游,中游,空。
第一类新闻,动力电池,空,多家国企,空,上游,中游,空
第一类新闻,车载操作系统科技,空,智己汽车,斑马智行,下游,中游,空
第一类新闻,天然气,空,中国海油,空,上游,中游,空
第一类新闻,新能源产业,空,山东能源集团,水发集团,中游,中游,16亿元
第一类新闻,车载操作系统,空,智己汽车,斑马智行,中游,中游,空
第一类新闻,电池级氢氧化锂,伟能锂业,天华新能,中游,下游,空,订单金额：空
第一类新闻,人工智能,空,百家云,空,下游,空,空
第一类新闻,智能座舱,空,腾讯,空,中游,空,空
第一类新闻,动力总成,DriveONE新一代超融合黄金动力平台,华为,空,上游,空,空
第一类新闻,高纯氢,空,广州石化公司,粤港澳大湾区,上游,下游,订单金额：空
第一类新闻,风电,GW221-7.8MW-HH160m钢混塔筒,空,"昌图润航,,,昌图润荣",空,"下游,,,下游",62912万元
第一类新闻,食品零售,空,中百集团,"多点,,,美团,,,饿了么,,,京东到家",空,"下游,,,下游,,,下游,,,下游",空。
第一类新闻,大屏显示,Micro LED,空,利亚德,中游,空,空
第一类新闻,空,空,神州新桥科技,沈阳人工智能计算中心,中游,下游,5.138亿元
第一类新闻,光电子元件,空,宝馨科技,连云港宝馨光电科技有限公司,中游,下游,空。
第一类新闻,有创呼吸机用音圈电机,鼎智科技,迈瑞医疗,空,空,空,空，订单金额空。
第一类新闻,光伏组件,至尊670W系列超高功率组件,天合光能,空,上游,中游,空
第一类新闻,兽用生物制品,mRNA平台技术,申联生物,科锐迈德,中游,上游,3000万元
第一类新闻,洗碗机,空,深康佳A,空,下游,下游,空
第一类新闻,智能电动车,空,理想汽车,空,上游,空,空
第一类新闻,空,空,奥比中光,海外子公司,中游,下游,空
第一类新闻,汽车智能化,空,北汽集团,华为,中游,中游,空
第一类新闻,电力,空,国网浙江省电力有限公司,国网丽水供电公司,中游,下游,空。
第一类新闻,智能驾驶芯片,空,地平线,"比亚迪,,,采埃孚",中游,|年内,
第一类新闻,医疗耗材及试剂,SPD精益化服务项目,塞力医疗,重庆璧山区中医院,空,空,空
第一类新闻,汽车智能制造装备,空,华昌达公司,华工科技,上游,下游,空。
第一类新闻,空,空,哈啰打车公司,"高德支付宝小程序,,,百度地图,,,美团",空,空,空
第一类新闻,垂直客梯,远大博林特电梯,宝能集团,下游,下游,空,约定的订单金额未在新闻中提及。
第一类新闻,高性能合金材料,空,博威合金,"特斯拉,,,蔚来,,,理想","中游,,,中游,,,中游",空,空
第一类新闻,人工智能计算,空,北京神州新桥科技有限公司,空,中游,空,5.14亿元
第一类新闻,医疗器械,每通20K,国药控股,雅培制药,中游,下游,空
第一类新闻,L2辅助驾驶的智驾软件,禾多科技,东风风神,中游,下游,空,
第一类新闻,ArF光刻胶,南大光电,下游客户,上游,下游,空,空。
第一类新闻,5G通讯,波长选择器（WSS）硅基液晶器件,秋田微,空,上游,空,空。
第一类新闻,光伏用钨丝,空,厦门钨业,空,上游,中游,订单金额：空
第一类新闻,数据中心设备,空,证通电子,中原大数据中心项目,中游,下游,2.63亿元
第一类新闻,汽车零部件,压力传感器,华工科技,头部汽车企业,中游,上游,批量化订单
第一类新闻,空,大飞机项目,航天电子,空,中游,空,空
第一类新闻,锂电池,空,宁德时代,空,上游,空,空
第一类新闻,煤粉锅炉,上海电气电站集团,胡杨河市锦焱热力有限公司,中游,下游,30万,
第一类新闻,煤粉锅炉,上海电气电站集团,内蒙古能源集团准大电厂,中游,下游,100万,
第一类新闻,智算中心,空,中兴通讯,空,上游,下游,空
第一类新闻,PCB设计-制板-物料供应-焊接组装,空,一博科技公司,珠海邑升顺,上游,下游,9789.50万元
第一类新闻,半导体,空,ARM,制造合作伙伴,中游,中游,空
第一类新闻,光电元器件,空,大立科技,空,中游,空,空
第一类新闻,文化娱乐,IP一体化开发,智源研究院,中文在线,中游,中游,空
第一类新闻,短交通,空,京东,九号,中游,下游,100亿
第一类新闻,水轮发电机组,空,浙富控股,重庆白马航运发展有限公司,上游,中游,2.379亿元
第一类新闻,医疗,空,科大讯飞,空,上游,空,空
第一类新闻,差别化氨纶,空,华峰化学,重庆氨纶建设,中游,下游,空。
第一类新闻,数据中心交换机,CloudEngine 16800-X,华为,金融,空,中游,空。
第一类新闻,原材料,空,空,空,上游,中游,41.1亿元
第一类新闻,地图数据,空,腾讯地图,Unity中国,中游,下游,空
第一类新闻,车载AI芯片,空,地平线,大众集团,中游,上游,空
第一类新闻,空,空,睿智医药,上海合碳医药科技有限责任公司,空,空,空。
第一类新闻,AI,空,携程集团,亚马逊云科技,中游,中游,空
第一类新闻,轮胎,Ventus S1 evo3 ev,韩泰轮胎,零跑汽车,中游,下游,空
第一类新闻,空,空,致远互联,知乎,中游,下游,空
第一类新闻,区块链,空,蚂蚁集团,空,中游,空,空
第一类新闻,芯片,空,慧博云通,华为海思,中游,上游,空
第一类新闻,空,大语言模型,中科创达,亚马逊云科技,空,空,空
第一类新闻,高精度定位服务,空,中国移动,广和通,上游,下游,空。
第一类新闻,制氢设备,空,科力远,空,中游,空,空
第一类新闻,综合金融业务,空,中国移动,中信集团,中游产业链,中游产业链,空
第一类新闻,通信服务和信息化解决方案,空,中国移动,中信集团,中游产业链,中游产业链,空
第一类新闻,“连接+算力+能力”新型信息服务体系行业赋能,空,中国移动,中信集团,中游产业链,中游产业链,空
第一类新闻,用户、渠道与营销领域方面的优势互惠互补,空,中国移动,中信集团,中游产业链,中游产业链,空
第一类新闻,空,空,东华软件,腾讯云计算（北京）有限责任公司,中游,下游,空
第一类新闻,磷酸铁锂正极材料,比亚迪智利分公司,智利生产促进委员会（CORFO）,上游,中游,空,
第一类新闻,数字化服务,空,阿里云,"昆仑数智,,,朗新科技,,,千方科技,,,中金财富,,,石基集团,,,用友网络,,,亚信科技",空,空,空。
第一类新闻,半导体材料,空,江苏三晶半导体材料有限公司,中芯国际,中游,下游,空
第一类新闻,空,空,中信出版,平行出版实验室,空,空,空
第一类新闻,汽车,空,万达汽车,高合汽车,中游,上游,空
第一类新闻,锂电负极胶,空,回天新材,多家客户,上游,下游,空
第一类新闻,空,空,空,空,上游,空,21412亿元。
第一类新闻,汽车零部件,感应传感器接口集成电路,安森美,海拉,上游,下游,空。
第一类新闻,等速驱动轴,空,远东传动,"上汽通用五菱新能源汽车,,,江铃雷诺新能源汽车",中游,下游,空。
第一类新闻,空,新型显示与光制造,海目星,华南师范大学,中游,中游,空
第一类新闻,空,空,华星创业,中国移动,上游,下游,1.67亿元
第一类新闻,电力,空,"国网四川省电力公司分公司国网凉山供电公司,,,国网广元供电公司,,,国网四川省电力公司控股子公司国网四川电动汽车服务有限公司",空,空,空,空
第一类新闻,农村环境长效管护项目,中国天楹,空,空,中游,空,8605.98万元
第一类新闻,通信单元产品,空,西力科技,国网四川省电力公司，国网安徽省电力有限公司，国网陕西省电力有限公司，国网湖南省电力有限公司,中游，中游，中游，中游,上游，上游，上游，上游,6000万元
第一类新闻,电能计量箱产品,空,浙江西力智能科技有限公司,国网山东省电力公司，国网黑龙江省电力有限公司，国网浙江省电力有限公司,中游，中游，中游,上游，上游，上游,4100万元
第一类新闻,医疗器械,空,合富中国,空,下游,空,空
第一类新闻,3C消费电子型材,空,创新新材,空,中游,空,13.67亿元。
第一类新闻,石油,空,泰山石油,岱岳新城资产运营有限公司,上游,下游,空
第一类新闻,AI,空,英特尔,波士顿咨询公司,上游,下游,空
第一类新闻,空,空,凌玮科技,成都展联,空,下游,空
第一类新闻,空,空,现代汽车,特斯拉,中游,上游,空
第一类新闻,数据安全,空,普华永道,奇安信,中游,下游,空
第一类新闻,药品,DKX-DDCI-01L05项目,博济医药,重庆迪康尔乐制药有限公司,中游,下游,5350万元。
第一类新闻,半导体,模拟平台,阿斯麦,VMS Solutions,中游,中游,空
第一类新闻,建筑工程,EPC工程总承包,空,西安航天基地西曹村、兆寨村、中兆村安置小区项目（二期）II标段EPC总承包,空,空,2023年7月
第一类新闻,锂电池,空,江西赣锋锂电科技股份有限公司,土默特左旗人民政府,中游,下游,不超过60亿元人民币
第一类新闻,建筑及市政公用工程,空,宏景科技,北京建工集团（广州）建设有限公司,空,空,空
第一类新闻,药品,NHKC-1,"阳光诺和,,,昂利康","中游,,,下游",上游,空,空
第一类新闻,盐化工,空,"山东海化,,,空,,,空",上游,中游,空,9亿元
第一类新闻,电子元器件,空,超捷股份,特斯拉,中游,上游,空
第一类新闻,环保,城污水管网改造建设项目工程总承包合同,中联宏信勘察设计有限公司,武定县城市建设开发投资有限公司,中游,下游,贰亿伍佰捌拾陆万伍仟捌佰捌拾陆元整。
第一类新闻,综合能源,空,联美控股,中山市翠亨新区,上游,下游,空
第一类新闻,锂电池,空,威马汽车集团有限公司,中国诚通生态有限公司,中游,中游,空。
第一类新闻,建筑工程,空,龙元建设,中标中国（宁波）跨境贸易数智枢纽港项目（二期）,下游,中游,3.85亿元。
第一类新闻,光伏发电,空,天津粤水电能源有限公司,天津市腾源畜牧养殖有限公司,中游,下游,7757.39万元。
第一类新闻,液冷技术,整机柜产品,空,神州数码,空,空,空
第一类新闻,风力发电,空,粤水电公司,云南省大理白族自治州云龙县人民政府,中游,下游,空
第一类新闻,空,空,比亚迪,AI和元宇宙公司MeetKai,中游,中游,订单金额空
第一类新闻,海上风电,海缆,中标公司：东方电缆,收货公司：广西防城港海上风电示范项目A场址、华能岱山1号海上风电项目、三峡能源山东分公司牟平BDB6#一期,供货公司产业链位置：中游,收货公司产业链位置：下游,订单金额：7.24亿元。
第一类新闻,政府行业信息化建设,空,普元信息,浪潮科技,下游,上游,空
第一类新闻,电池隔膜,SKIET,欣旺达,中游,下游,空,空。
第一类新闻,交通运输,私家车,香港特区政府,粤港政府,下游,中游,空
第一类新闻,光伏发电,空,华光环保能源（西安）设计研究院有限公司,峨山鑫能光伏发电有限公司,中游,下游,5.36亿元。
第一类新闻,建设,空,上海市浦东新区建设（集团）有限公司,上海浦东路桥（集团）有限公司,中游,中游,166057.7467万元。
第一类新闻,资本项目,空,安瑟顾问公司,埃森哲,中游,中游,空
第一类新闻,IGBT模块,空,天龙股份,翠展微电子,上游,下游,空
第一类新闻,电气化产品和工业自动化系统,NACS连接器,ABB集团,特斯拉,上游,下游,空
第一类新闻,石化,乙烯装置,中国寰球工程有限公司,中国石油天然气股份有限公司广西石化分公司,中游,下游,46.58亿元人民币。
第一类新闻,电缆,空,Blink,特斯拉,中游,中游,空
第一类新闻,流感疫苗,空,百克生物,空,供应商,下游,空
第一类新闻,空,空,网易智企,电魂网络,中游,中游,空
第一类新闻,新一代网络与信息基础设施,空,中国移动通信集团有限公司,天津市政府,中游,下游,空
第一类新闻,数字政府建设,空,中国移动通信集团有限公司,天津市政府,中游,下游,空
第一类新闻,5G技术,空,中国移动通信集团有限公司,天津市政府,中游,下游,空
第一类新闻,智慧城市,空,中国移动通信集团有限公司,天津市政府,中游,下游,空
第一类新闻,智能制造,空,中国移动通信集团有限公司,天津市政府,中游,下游,空
第一类新闻,数智化服务,空,中国移动通信集团有限公司,天津市政府,中游,下游,空
第一类新闻,电动汽车电池,空,松下,斯巴鲁,中游,中游,空
第一类新闻,数字广告,空,PubMatic,爱奇艺国际版,上游,下游,空
第一类新闻,服务器,鹏霄一体机,东华软件,空,下游,空,空
第一类新闻,任务设备,空,星网宇达,空,下游,中游,3.18亿元
第一类新闻,电力,特高压直流工程线路可研及勘察设计包5,永福股份,空,上游,中游,2726万元
第一类新闻,屏蔽门系统,空,方大智源科技股份有限公司,"新加坡地铁CRL152项目,,,苏州市轨道交通8号线,,,西安市地铁15号线一期","中游,,,中游,,,中游","下游,,,下游,,,下游",6.18亿元
第一类新闻,数控机床,空,宇环数控,捷普成都,中游,下游,1.46亿元。
第一类新闻,功能糖产品,空,保龄宝,可口可乐,中游,下游,空
第一类新闻,生态产业链,空,熵基科技,空,上游,空,4800万元
第一类新闻,能源,空,埃克森美孚,阿里云,中游,中游,空
第一类新闻,电子元器件,英特尔芯片,空,德国财长,英特尔,空,空。
第一类新闻,液化天然气,阿曼液化天然气公司,"壳牌国际中东公司,OQ贸易","上游,中游",空,150万吨,
第一类新闻,芯片,空,塔塔汽车,捷豹路虎,中游,下游,空
第一类新闻,液化天然气,空,新加坡公司,卡塔尔公司,下游,上游,空
第一类新闻,空,空,商家,平台,上游,中游,空
第一类新闻,航空器零部件,中机身壁板组件装配生产线,浙江华瑞航空制造有限公司,空,中游,下游,1.23亿元。
第一类新闻,OLED显示系统,空,三星显示,现代汽车,上游,中游,空。
第一类新闻,三元前驱体,芳源股份,盟固利,中游,下游,空,5000-10000吨
第一类新闻,咖啡,空,佳禾食品,空,中游,空,空
第一类新闻,新能源产业,空,国网山东省电力公司泰安供电公司,中国石化山东泰山石油股份有限公司,中游,下游,空。
第一类新闻,城乡环卫,空,中国天楹,空,中游,下游,3116.88万元/年
第一类新闻,智能汽车第三代E/E架构,空,欧冶半导体,AutoCore,供应链位置未确定,供应链位置未确定,空
第一类新闻,空,空,路桥集团,四川西香高速建设开发有限公司,下游,中游,324.08亿元。
第一类新闻,新能源35kV箱式变压器框架,三星医疗,华电集团,空,下游,上游,4.77亿元。
第一类新闻,半导体材料,光刻胶,空,"中芯国际,,,华虹集团,,,长江存储,,,长鑫存储",空,空,空
第一类新闻,空,空,中伟股份全资子公司,POSCO Future M,中游,下游,空
第一类新闻,空,空,沙钢集团,SEW中国公司,中游,下游,空
第一类新闻,车用照明,VC1汽车尾灯发光板,得邦车用照明,马瑞利汽车照明系统（芜湖）,下游,上游,1.8亿元
第一类新闻,网络服务,空,宜通世纪,中国移动通信集团,中游,下游,12.8亿元。
第一类新闻,锂电池,标的土地,亿纬锂能,PKL,中游,上游,1.64亿令吉
第一类新闻,空,空,加拿大最大的养老基金,对冲基金初创企业,上游,下游,空。
第一类新闻,生产准备物资,吸附剂、惰性填料,蓝晓科技,国投罗钾公司,中游,下游,6222万元
第一类新闻,高纯氮气,空,蜀道装备公,四川蜀能矿产有限责任公司,中游,中游,560.18万元。
第一类新闻,基因测序和芯片解决方案,空,因美纳,红杉中国,中游,中游,空
第一类新闻,空,空,宁德时代,福特公司,中游,中游,空
第一类新闻,微特电机,空,贵州航天林泉电机有限公司,空,中游,空,2.75亿元。
第一类新闻,创新传感器方案,空,荣耀,汇顶科技,中游,下游,空。
第一类新闻,NAND闪存,空,三星电子,空,上游,空,空
第一类新闻,电子控制单元,空,富士康,特斯拉,中游,下游,空。订单金额为：空。
第一类新闻,空,空,山东招金金银精炼有限公司,杭州海康威视数字技术股份有限公司,下游,中游,空
第一类新闻,芯片,空,AMD,空,中游,空,空。
第一类新闻,铝系锂吸附剂材料,空,麻米措矿业,久吾高科全资子公司西藏久吾,下游,上游,8792万元
第一类新闻,钢铁,空,力拓集团,中国宝武钢铁集团有限公司,中游,上游,空
第一类新闻,储能液冷机组,江淮松芝空调有限公司,阳光电源股份有限公司,下游,上游,空,40kW。
第一类新闻,新能源管路,某国内高端新能源品牌,山东美晨工业集团有限公司,空,下游,空,1.1亿元。
第一类新闻,机器视觉,空,高德红外,知名机器视觉相关企业,"上游,中游","中游,下游",空
第一类新闻,等速驱动轴,空,万向钱潮,特斯拉,中游,下游,空
第一类新闻,风电,空,甘肃能源,空,上游,下游,空
第一类新闻,辅料,SNAC,空,普利制药,空,中游,空
第一类新闻,人造板,空,正源股份,空,中游,空,空
第一类新闻,空,空,金海通,空,上游,空,500万美元。
第一类新闻,智能机器人,RV/谐波减速器轴承项目,光洋股份,客户公司,中游,下游,空
第一类新闻,BIPV玻璃,空,秀强股份,"隆基,,,晶科,,,东方日升,,,海螺水泥,,,天合,,,嘉盛",空,空,空
第一类新闻,智能机器人RV/谐波减速器轴承,空,光洋股份,空,下游,中游,空
第一类新闻,空,空,Recursion Pharmaceuticals,英伟达,中游,上游,5000万美元。
第一类新闻,水泥,空,冀东水泥,雄安新区,中游,下游,500万吨。
第一类新闻,空,东数西算生态合作伙伴,科华数据,中国联通宁夏分公司,下游,下游,空
第一类新闻,空,空,中国地震局地球物理研究所,阿里云,中游,中游,空。
第一类新闻,空,空,亚洲基础设施投资银行,世界银行,中游,中游,1亿美元。
第一类新闻,电源系统,空,歌尔股份,空,上游,中游,空
第一类新闻,空,安全巡查或质量安全评估,深圳瑞捷,"深圳市水务集团,,,福州水务,,,粤海水务,,,深圳市水务质安站,,,罗湖水务局","中游,,,中游,,,中游,,,中游,,,中游",空,空
第一类新闻,发动机,航天科技集团六院,长征七号运载火箭,上游,上游,空，订单金额空,
第一类新闻,高阻隔透明背板,空,回天新材,标杆客户,下游,中游,空
第一类新闻,印制电路板,空,生益电子,空,上游,下游,1亿美元。
第一类新闻,印制电路板,空,生益电子,空,上游,下游,1亿美元。
第一类新闻,生态治理,空,宁波市政工程建设集团股份有限公司,北京建工环境修复股份有限公司,中游,下游,2.39亿元
第一类新闻,食品,空,英国政府,空,中游,空,空
第一类新闻,药品,司美格鲁肽,金凯生科,空,中游,空,空。
第一类新闻,钢铁,空,中国宝武钢铁集团,劳力士,中游,下游,空
第一类新闻,光器件,800G光模块,空,天孚通信,空,中游,空
第一类新闻,晶圆,N3E,空,"高通,,,联发科",空,"中游,,,中游",订单金额：空
第一类新闻,特高压项目,空,永福股份,空,中游,上游,2893万元
第一类新闻,银行业,空,瑞士信贷,瑞银集团,下游,上游,空
第一类新闻,内容安全,空,东方通公司,中国电信股份有限公司湖南分公司,中游,下游,空。
第一类新闻,环保,空,顺控环境投资有限公司,"北京京城环保股份有限公司,,,天津首诚环保科技合伙企业（有限合伙）",中游,中游,空。
第一类新闻,激光雷达,空,禾赛科技,英伟达,中游,下游,空
